"postalCode","uuid:ID","text","district","id","state","city","line"
"4628","9d41f885-db67-4691-b4c9-fc9774b75392","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","-","Address_1","IN","Indianapolis","Lilly Corporate Ctr"
