"uuid:ID","id"
"67ecdf22-f9c9-4f35-a420-592215262316","StudyCell_1"
"5a61ee96-1b82-4d70-9002-9b09df4018b0","StudyCell_2"
"45cd1370-3ae1-4247-82bb-91761964548e","StudyCell_3"
"75db72da-f28c-4b59-9d84-f4f6722eeddd","StudyCell_4"
"de352fc9-049f-487f-ac31-545d504daa6e","StudyCell_5"
"0fd56cfd-f4e1-494c-a9cb-41c4bdc999ff","StudyCell_6"
"482cc8ca-8d2f-422a-bfac-90d3c9539ce6","StudyCell_7"
"32c9ddc4-f8b6-476e-8c6b-82523575af22","StudyCell_8"
"10f1da15-4165-4970-b2d2-287305532d49","StudyCell_9"
"37866435-908a-44ff-9449-af8fdf0630e3","StudyCell_10"
"53e27b0c-29ea-4962-a822-3cf5a92bf9cd","StudyCell_11"
"b0701999-1819-46e7-8996-0e961014cd79","StudyCell_12"
"28a6ce09-fcea-4f3d-82fe-080be543bc64","StudyCell_13"
"af3f8e7d-a830-4703-984f-965801ce9074","StudyCell_14"
"b29d6175-6c3b-469c-bb75-cda5107de110","StudyCell_15"
