"isApproximate","uuid:ID","maxValue","minValue","id"
"False","3bea3c21-7940-4acf-97d0-6d20689631c9","300.0","300.0","Range_2"
"False","77042f1a-766a-4a63-80af-fa5ee3778033","300.0","300.0","Range_1"
