"maxValue","instanceType","minValue","isApproximate","uuid:ID","id"
"300.0","Range","300.0","False","0a871d44-37fd-4be3-a61c-8f2c412ac8f1","Range_2"
"300.0","Range","300.0","False","12c6c4e3-9624-497d-aa4d-bf98255a3785","Range_1"
"100.0","Range","50.0","False","3b5297a1-d7c6-4b3d-9e0d-e5395da5e1f6","Range_3"
