"id","uuid:ID"
"StudyCell_1","9faed6fc-e938-4fb4-b1d5-f7c15915f7e9"
"StudyCell_2","0f541e92-8788-455a-99c4-439932015ea8"
"StudyCell_3","59f8bcc2-c698-4676-8735-80d0180de5b1"
"StudyCell_4","d33231a5-8db9-441a-a5fc-eff93e343c34"
"StudyCell_5","909fccee-1da3-4764-a373-c1017e4761aa"
"StudyCell_6","788e39b3-c932-4839-8ae1-6e58b4598208"
"StudyCell_7","fcbf7860-85ce-477d-a3a5-bbeea80f0b20"
"StudyCell_8","fe3640d2-2de1-4346-bf0c-b380f1b89d7f"
"StudyCell_9","81f1a03e-fa1a-4ad5-9762-6a3e4f0beea7"
"StudyCell_10","25730067-4523-4f12-8f57-c53de2152e4e"
"StudyCell_11","586477fc-b37f-4b4a-a4aa-08ecfe453272"
"StudyCell_12","4ecbc910-d644-49c9-b7ef-0c899af05ccd"
"StudyCell_13","d713cbdf-0a44-4fc8-9598-e2da4c074be3"
"StudyCell_14","db293218-9f36-4ceb-9677-ef25f2c305d2"
"StudyCell_15","a9385c5f-e1cb-433a-b0b5-1e54c0269239"
