"city","text","district","uuid:ID","id","postalCode","line","state"
"Indianapolis","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","-","a6f67605-1d29-4a16-8412-9cd370908165","Address_1","4628","Lilly Corporate Ctr","IN"
