"uuid:ID","id","otherReason","instanceType"
"d761224a-c946-462f-8eb9-07945ba773f9","StudyAmendmentReason_1","","StudyAmendmentReason"
"2f7c20fa-4165-4a0d-98ba-8c7de14e8957","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
