"uuid:ID","id","instanceType"
"41d0d4b0-0caf-4ddc-9c9e-bece5f96a80d","StudyCell_1","StudyCell"
"ada242e0-5c8f-4d19-980d-03093659a0d9","StudyCell_2","StudyCell"
"6735f527-3da1-4188-b8ed-2926314cc055","StudyCell_3","StudyCell"
"22a43798-8577-4510-ac4a-8394f890664d","StudyCell_4","StudyCell"
"cb89472c-c4ed-48bb-91d0-abad97153ec6","StudyCell_5","StudyCell"
"be805d53-2208-4b3d-b59f-471734bb1ab5","StudyCell_6","StudyCell"
"3635d882-0e08-4016-951c-53242d17cc0a","StudyCell_7","StudyCell"
"b7aebecc-acbb-4640-9ed4-28a85d6aaaf2","StudyCell_8","StudyCell"
"65bc9129-e1f3-41d5-86d8-bbd65076e1c2","StudyCell_9","StudyCell"
"432ec069-f937-4ef1-8c99-23acede9b58e","StudyCell_10","StudyCell"
"507504d7-12e5-49fe-b9c0-9b3d6ed6d3e7","StudyCell_11","StudyCell"
"adcfaab2-61d4-4e6c-86d5-495ec50c27fd","StudyCell_12","StudyCell"
"fe2b7c4c-a902-4122-a946-3811f683a808","StudyCell_13","StudyCell"
"38fd0d34-8d82-47bf-8f14-96942d12c9a4","StudyCell_14","StudyCell"
"94616819-9e48-404f-bdd5-f0bf6b921870","StudyCell_15","StudyCell"
