"uuid:ID","name","id","instanceType"
"b7dfc07e-0c0e-4202-86b5-71a3e1acb10f","Study_CDISC PILOT - LZZT","b7dfc07e-0c0e-4202-86b5-71a3e1acb10f","Study"
