"uuid:ID","maxValue","instanceType","isApproximate","minValue","id"
"d5da1571-380e-43c4-b8bb-f2d7cc8934a8","300.0","Range","False","300.0","Range_2"
"d1065480-d2b5-4654-8b57-baf56b692a48","300.0","Range","False","300.0","Range_1"
"9a6e61f9-9a2e-413c-bea9-f3accc26f055","100.0","Range","False","50.0","Range_3"
