"line","uuid:ID","id","district","state","text","city","postalCode"
"Lilly Corporate Ctr","9f5c8383-f906-4e1e-82ae-29b83dc3c558","Address_1","-","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","4628"
