"isApproximate","uuid:ID","id","maxValue","minValue"
"False","e4851afb-71fe-4ca9-b299-90f3bdfc62c6","Range_2","300.0","300.0"
"False","45aa4f25-7146-46f7-ad17-2045941a1492","Range_1","300.0","300.0"
