"id:ID","uuid","id","code"
"466","a7ce90f8-4b9d-4ad5-af3c-ec332a2ef446","GeographicScope_1",""
"467","24951220-6930-4d11-98ab-e8f6ba1c3e26","GeographicScope_2",""
