"id:ID","uuid","id"
"721","660476d3-0a35-473a-88da-770b07926fd1","StudyCell_1"
"722","1db55434-8141-4c3d-bef5-138730a73285","StudyCell_2"
"723","1c90aaba-3303-4e71-a4d9-b74c5a5bfcf1","StudyCell_3"
"724","e65c266e-bbf1-459f-a9dc-5e2b32eacdf0","StudyCell_4"
"725","127b4884-7199-41f3-8a22-1140c3003298","StudyCell_5"
"726","fd22d009-3309-461e-9931-885106a4f821","StudyCell_6"
"727","5b7178be-1a99-46c9-9a5f-f56481227c1f","StudyCell_7"
"728","fd433ec1-ee4b-4c0c-b3ba-5652bdea8260","StudyCell_8"
"729","89d2de5e-5be4-4ad0-98e5-a8e7574ca9d9","StudyCell_9"
"730","7148fe26-ca0f-43f3-8a59-6e20945aa2a4","StudyCell_10"
"731","5a02dec7-4d98-4ebc-95f3-cc24a52d1aee","StudyCell_11"
"732","adb30cdb-00cc-4363-8662-34974b72b1f7","StudyCell_12"
"733","fa919612-0da9-4a66-8460-8592ffaf22f4","StudyCell_13"
"734","32e6af00-43e0-4e01-9752-f019e2acbd7b","StudyCell_14"
"735","77d0efd3-92c5-4788-997f-48618836a29f","StudyCell_15"
