"id:ID","uuid","district","state","id","line","city","postalCode","text"
"475","5d479df2-aba4-47af-9933-be75a6eec4ae","-","IN","Address_1","Lilly Corporate Ctr","Indianapolis","4628","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
