"id","uuid:ID"
"StudyCell_1","fc73fd73-cef2-4678-9698-12a183dfc3c7"
"StudyCell_2","d5a2575b-dbb4-4124-abb7-60989d75c419"
"StudyCell_3","a7ea1ee1-61a8-4130-84fa-84735a9fbe97"
"StudyCell_4","3c3b56b4-44af-489c-9c16-987ad4b1d7b3"
"StudyCell_5","87c3ed43-91f8-453f-ae37-69d606e66b63"
"StudyCell_6","fb0b2697-f398-4d9d-ab84-dcd6d4533af4"
"StudyCell_7","52179993-ae7b-4b58-8eab-57552a5766d3"
"StudyCell_8","d42f6b15-0fd2-423b-b6fd-e88d8dc2a0ac"
