"uuid:ID","isApproximate","minValue","maxValue","instanceType","id"
"ad14d215-2acc-4ed5-84bf-eba7ea5abe73","False","300.0","300.0","Range","Range_2"
"d2cc3841-b338-4942-8b90-d03943845e00","False","300.0","300.0","Range","Range_1"
"25903a31-9a5d-4b95-91b3-f7b453e948a3","False","50.0","100.0","Range","Range_3"
