"state","text","line","id","city","uuid:ID","postalCode","district"
"IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","Address_1","Indianapolis","33c99b4a-6053-44cf-8cbf-e7fa6cb7390e","4628","-"
