"responseCodeEnabled","id","uuid:ID"
"True","ResponseCode_1","53961efe-12f1-489f-93b0-5e2d1132dee1"
"True","ResponseCode_2","28cc4ecf-0473-42c3-8e6c-a1f2ebfd517e"
"True","ResponseCode_3","80501a4e-4c83-42fc-88aa-ba7f3069b799"
"True","ResponseCode_4","f9b2214f-2d9b-451a-9d4b-402113381918"
"True","ResponseCode_5","1c5cb8d4-5c60-4ca9-a6d4-608617c87ea5"
"True","ResponseCode_6","d9e7f01e-09fa-441e-b717-49902e32c3fd"
"True","ResponseCode_7","5a78bdea-394c-4e21-8641-17a4971c431e"
