"isRequired","name","uuid:ID","instanceType","isEnabled","datatype","label","id"
"True","AESCAN","5c73d00f-9327-42bf-b5b9-39b31e00be70","BiomedicalConceptProperty","True","text","AESCAN","BiomedicalConceptProperty_13"
"True","AESCONG","e8bdf085-e3c6-42c2-a1a1-912f4f21c9ab","BiomedicalConceptProperty","True","text","AESCONG","BiomedicalConceptProperty_14"
"True","AESDISAB","4ffe5cdd-6d3e-468b-a5de-67bdefd59c1b","BiomedicalConceptProperty","True","text","AESDISAB","BiomedicalConceptProperty_15"
"True","AESDTH","705bd224-722f-4a8c-a511-cb9c3612da96","BiomedicalConceptProperty","True","text","AESDTH","BiomedicalConceptProperty_16"
"True","AESHOSP","9eed21f5-058d-41b1-83f0-6137c28ee600","BiomedicalConceptProperty","True","text","AESHOSP","BiomedicalConceptProperty_17"
"True","AESLIFE","f0b59118-87d5-4533-93fb-f59fcb37678f","BiomedicalConceptProperty","True","text","AESLIFE","BiomedicalConceptProperty_18"
"True","AESOD","ac351f19-f182-4a92-9809-b0a91239a982","BiomedicalConceptProperty","True","text","AESOD","BiomedicalConceptProperty_19"
"True","AESMIE","cbcaaafc-358a-4a85-9093-bb29e6923747","BiomedicalConceptProperty","True","text","AESMIE","BiomedicalConceptProperty_20"
"True","AECONTRT","c8f5cda1-1bc0-410c-a605-90c9d43c6d64","BiomedicalConceptProperty","True","text","AECONTRT","BiomedicalConceptProperty_21"
"True","AESTDTC","9c761d38-f113-4966-bd8e-666539751879","BiomedicalConceptProperty","True","datetime","AESTDTC","BiomedicalConceptProperty_22"
"True","AEENDTC","c8aa2c84-3d3c-4d09-8bad-41a1faf81459","BiomedicalConceptProperty","True","datetime","AEENDTC","BiomedicalConceptProperty_23"
"True","VSTESTCD","fe61afff-39e2-46eb-b8d0-c525425c4888","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_24"
"True","VSORRES","336c026a-8d62-4369-979a-149b3ee80e63","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_25"
"True","VSORRESU","17e845e9-b8ad-4750-a375-a3a1cabac6b5","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_26"
"True","VSPOS","babcedaa-931f-4d0f-a765-4f2f86f23f79","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_27"
"True","VSLOC","cdf99faf-ee8e-4e65-bda2-2e2c7c52994c","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_28"
"True","VSLAT","25a3c5f9-8475-4d78-8a50-ffc70053cec0","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_29"
"True","VSTESTCD","0309c466-2f64-4faf-ab94-4e8f71571aef","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_30"
"True","VSORRES","15b9083d-e855-49cb-8725-36039c18e7f8","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_31"
"True","VSORRESU","a98661f7-21f8-424e-91bd-4f7e4b7822c7","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_32"
"True","VSPOS","ed55de82-55f1-4dcd-86e7-113ddb4a7f71","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_33"
"True","VSLOC","862da025-4387-447b-a7c4-487c45f88b02","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_34"
"True","VSLAT","9e0faaf0-b071-45e7-a41d-0b771be31298","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_35"
"True","VSTESTCD","7ba7ec92-ac55-4d1f-89aa-029caedb2930","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_36"
"True","VSORRES","1cf0dddb-14ab-406d-a8e8-67d3fa10a9a8","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_37"
"True","VSORRESU","846eed92-f9bc-416a-b52b-97b5fbf865ee","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_38"
"True","VSLOC","aa86fc45-4de5-424d-90ae-920fb7c0f657","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_39"
"True","VSTESTCD","d65da763-c678-400e-84a7-5d29113608fd","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_40"
"True","VSORRES","f44e31e6-6f10-4e4f-ba12-b364cbdb46f4","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_41"
"True","VSORRESU","a41227ca-bb5a-40c1-93c7-e3246bebeac7","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_42"
"True","VSTESTCD","65f2428e-3535-4321-ac1b-770406a211e3","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_43"
"True","VSORRES","0efdb9f6-6cae-4bc7-a1f4-252d8c643a13","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_44"
"True","VSORRESU","fc1d939c-f696-47ec-92a4-2a414e58cbc3","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_45"
"True","LBTESTCD","4b6e73fe-f169-47aa-8ea5-b0710ab391d5","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_46"
"True","LBORRES","9864b2b3-31e8-491b-94fb-a8b840a0b9cf","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_47"
"True","LBORRESU","7b1e68d9-4b83-471c-84c3-b57966d5ed44","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_48"
"True","LBSPEC","099fd80b-58a7-494c-bf4e-8a90d0fcb6c6","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_49"
"True","LBFAST","c314634e-58c2-43bd-a240-2732fbc1dab7","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_50"
"True","LBTESTCD","61d440c4-da8d-48df-b253-1b502a48f886","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_51"
"True","LBORRES","487146f9-df3e-4db8-917f-d46438b07ec6","BiomedicalConceptProperty","True","text","LBORRES","BiomedicalConceptProperty_52"
"True","LBSPEC","0a2f4bcc-8042-472c-b194-14357661396e","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_53"
"True","LBFAST","2525819c-eef1-4b8d-9382-369e54e86ffa","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_54"
"True","LBTESTCD","6749e520-5807-4ac3-9de2-3ad407a16f90","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_55"
"True","LBORRES","4b3b894a-b491-4489-b5f7-e116c0a4d9e4","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_56"
"True","LBORRESU","b6902464-fdbf-46b2-a3e0-b424d474f793","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_57"
"True","LBSPEC","2fe46e04-dde4-4ca8-9e30-bd397dde85f2","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_58"
"True","LBFAST","a870c6b9-5864-4086-ad85-df2250e10e96","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_59"
"True","LBTESTCD","b637696c-eab5-46b0-b9cc-fe90203fa075","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_60"
"True","LBORRES","7188723e-a18a-4130-9ab7-33a5a12cafbf","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_61"
"True","LBORRESU","20fd0f9d-5ab2-4abf-8468-edb8c150d0ed","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_62"
"True","LBSPEC","1b20d61d-3a60-46f7-b290-23a50170bb81","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_63"
"True","LBFAST","9f204fe0-6d5d-4407-b94f-054543961980","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_64"
"True","LBTESTCD","629c94e6-52da-45ea-96d6-130d5b52843e","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_65"
"True","LBORRES","07fe8b77-511f-44bf-b67f-ba718b6e0f2b","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_66"
"True","LBORRESU","91fb2b09-4745-412e-8502-300be7c174a8","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_67"
"True","LBSPEC","9894bef8-2965-4487-8222-8428a15ff865","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_68"
"True","LBFAST","8c131876-7abe-46d4-b8c9-6b583443a344","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_69"
"True","LBTESTCD","26263092-f55f-4eb0-90d9-43a497197723","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_70"
"True","LBORRES","68197467-6df2-47dd-9830-b33383858e76","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_71"
"True","LBORRESU","74da031f-1cd5-4d21-a429-59dfbb96a60e","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_72"
"True","LBSPEC","90d1f0fd-d65c-4974-a263-6f271dc6204b","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_73"
"True","LBFAST","bbaf1cf3-75a9-495e-89af-8f3894be0c3a","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_74"
"True","LBTESTCD","135813b6-7bc7-4eb0-b50f-3b938904c814","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_75"
"True","LBORRES","5fa8ac12-295e-40c9-bf91-5c108f5cac1b","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_76"
"True","LBORRESU","de32f841-2969-4aae-8eaa-d8eaf47cbad6","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_77"
"True","LBSPEC","a4e0ac0d-ed0f-4a94-af09-9e93facb8bbd","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_78"
"True","LBFAST","3edb0def-7447-429f-bc6e-3500326add39","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_79"
"True","VSTESTCD","d2b202c0-a097-4eec-833c-fdb3e0522161","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_80"
"True","VSORRES","78e20f69-1931-4ebe-b482-eb80fe8b5017","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_81"
"True","VSORRESU","d6bef767-437a-4606-b70b-46a96bfdd4ee","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_82"
"True","VSPOS","4391cc12-6344-453d-b945-1230745b781b","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_83"
"True","VSLOC","14e2d2f2-ed3b-4048-a8e1-4452f3b81895","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_84"
"True","VSLAT","a1fa7239-0848-4b7d-88a5-e806db1d8bec","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_85"
"True","VSTESTCD","764f31a5-f027-4e55-80ce-7864b2615991","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_86"
"True","VSORRES","2cf0b55b-f2e2-4609-984b-10b4f7c57bcd","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_87"
"True","VSORRESU","ce63ade3-c25b-4667-9281-19b6a2ace281","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_88"
"True","VSPOS","8e4759b1-0354-433b-b4f9-a5758ded2572","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_89"
"True","VSLOC","7556c2ca-651b-4ed0-8461-70da510cbd77","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_90"
"True","VSLAT","3a70be63-31c7-435e-aa38-faddbe529731","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_91"
"True","VSTESTCD","3d4051d4-9193-4ca5-913a-aa6539597a26","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_92"
"True","VSORRES","a1a89d63-88b8-4f58-8eac-ce47f924e358","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_93"
"True","VSORRESU","13d9db33-f697-41d6-87db-8ecddcb6f4b3","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_94"
"True","VSPOS","c156b420-c6ca-4ab2-aef6-eb0213099f6e","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_95"
"True","VSLOC","b50917b6-9fbc-4c0f-9928-fd949487799d","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_96"
"True","VSLAT","cdaab30a-c9e6-4be2-94ab-29a36eb2d2c5","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_97"
"True","VSTESTCD","1709715e-b4c6-4fdb-a1f4-19fc0603bc2b","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_98"
"True","VSORRES","ad778c56-866c-4b9b-9996-9c77940b7537","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_99"
"True","VSORRESU","088ebce0-5b67-4270-8e8f-2057c6b7c582","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_100"
"True","VSPOS","778be7c6-cb24-498c-9f4b-b795e2543461","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_101"
"True","VSLOC","47142147-8ffd-4311-a2c0-6fcbe5d4b636","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_102"
"True","VSLAT","b688d141-4936-4c38-abbb-a7795318f052","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_103"
"True","VSTESTCD","37f20974-a0ce-47f6-b6ee-e66e4b986085","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_104"
"True","VSORRES","5da23a8c-eb8a-4f63-96d1-fe80c2ea8fd8","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_105"
"True","VSORRESU","66eb426e-30bc-49cc-a84f-dfa9a7500f5a","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_106"
"True","VSPOS","7bec08c1-2567-4c97-8e0b-9788bff71193","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_107"
"True","VSLOC","432c1fc0-79a0-4e26-8f33-9115a663cf30","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_108"
"True","VSLAT","dd2ab877-9e90-4d0d-9982-f323464ed695","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_109"
"True","VSTESTCD","7df3d508-b16a-4603-9c1b-5b118e586af4","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_110"
"True","VSORRES","8949906b-41ae-49b2-a1ab-64bf553ac7fe","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_111"
"True","VSORRESU","0e0e0733-0e91-41d1-b5df-31327f810822","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_112"
"True","VSPOS","cf416b14-f5cf-4ed6-ae08-80be670540a6","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_113"
"True","VSLOC","e6784684-5f2b-48bb-ae79-3bfb69f7b25c","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_114"
"True","VSLAT","7cd98940-d9ee-4ace-9092-514075f0ad57","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_115"
