"uuid:ID","instanceType","isApproximate","minValue","id","maxValue"
"db236def-7138-47cc-974f-d8ae112a3969","Range","False","300.0","Range_2","300.0"
"c715f7bf-690a-475c-8dbf-31666a13b707","Range","False","300.0","Range_1","300.0"
"38a0a9fc-1427-454c-9a87-fb0508da7ce0","Range","False","50.0","Range_3","100.0"
