"text","city","id","line","uuid:ID","district","postalCode","state"
"Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","Address_1","Lilly Corporate Ctr","626541cb-84a4-48c4-a2bb-d16efaa7eb19","-","4628","IN"
