"dateValue","id","uuid:ID","label","name","description"
"2006-07-01","GovernanceDate_1","e965028b-90db-44a8-906f-eaaea7de412e","Design Approval","Approval","Design approval date"
"2006-07-01","GovernanceDate_2","67d493aa-8ab9-4f88-8b5c-d873eb211f65","Protocol Approval","Approval","Protocol document approval date"
