"id","uuid:ID"
"StudyCell_1","6061a43a-95a7-4a96-8476-ba9f8b44453a"
"StudyCell_2","ff121778-b178-444c-a351-3453e9bf2065"
"StudyCell_3","adb4a8ab-52d1-4baf-9fb4-968c40092029"
"StudyCell_4","c01be915-da07-466c-a13b-0344d7e6a1d1"
"StudyCell_5","32b074f0-0c3f-4c67-aba4-c58d6222e532"
"StudyCell_6","93b54e3e-b3cb-4f04-b5b6-39358ae376f3"
"StudyCell_7","5eb55f82-d2bc-4980-b891-d2b8dc028936"
"StudyCell_8","ad9baef1-2df7-4681-9a3a-5319ff7e2825"
"StudyCell_9","bf7c4494-e08f-46ac-bfe0-b782ffb1642b"
"StudyCell_10","92834bb3-ae41-49b4-9804-3cf8c6fa227c"
"StudyCell_11","607d8d7b-06b1-481c-808a-8a8d6f6b2a73"
"StudyCell_12","993c0869-51a4-432f-9a25-26687802c136"
"StudyCell_13","7376694b-da68-4ba1-a814-f2e072612c1d"
"StudyCell_14","529f38c9-5856-41cb-87af-001eabdaab14"
"StudyCell_15","5477fe05-fa84-4709-9329-69dc321bb249"
