"uuid:ID","id","otherReason","instanceType"
"42570843-17d0-41d3-9e16-1f9a6261fbb9","StudyAmendmentReason_1","","StudyAmendmentReason"
"9a2d71aa-dbae-4ec2-917e-ba750731d807","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
