"uuid:ID","instanceType","isApproximate","minValue","id","maxValue"
"d5b35fa8-7e71-4cd3-96f8-289c9e990b8c","Range","False","300.0","Range_2","300.0"
"62c64149-a0c7-4646-8f87-02e2b8c0d047","Range","False","300.0","Range_1","300.0"
"69b00c67-9261-4a44-a4ed-34dde8e1eda6","Range","False","50.0","Range_3","100.0"
