"uuid:ID","description","name","id","text","label"
"7092b587-8c8d-4bea-a3f4-47bbb489baca","","AP_1","AnalysisPopulation_1","ITT",""
"b7553f51-6f1c-4ada-b5fd-75266c96df2f","","AP_4","AnalysisPopulation_2","ITT",""
