"uuid:ID","id","standardCodeAliases"
"0fa46410-2c9d-4524-8220-02b6c277dddd","AliasCode_1","[]"
"1de51398-95a4-45d0-953f-d4e2f864ec09","AliasCode_4","[]"
"8fe62e69-ecb1-4637-b97e-6894e0bf7596","AliasCode_3","[]"
"6af673bb-d426-4e7c-a5ba-397d3a2ae68c","AliasCode_6","[]"
"5598f177-9eab-4d4f-914b-0d6e77eddbcd","AliasCode_5","[]"
"20a52aa0-ba0c-4007-989c-cbbe59e6af57","AliasCode_8","[]"
"7aff75c4-7d39-42a3-9b85-f3ea7e4f59a1","AliasCode_9","[]"
"8c9aa829-74d0-424c-816f-a51067d132de","AliasCode_7","[]"
"c1b540f7-c8b9-43a2-8c4d-81e3de4dd3cd","AliasCode_2","[]"
