"responseCodeEnabled","uuid:ID","id"
"True","939ed342-7372-42ee-a3a5-49e883ebe7fd","ResponseCode_1"
"True","92c09e72-e0c2-4e75-a75e-2b11008e5fd1","ResponseCode_2"
"True","2a34d8c1-8134-429d-a296-a20ca1ac8eaf","ResponseCode_3"
"True","7ae9820e-3694-46c4-b29d-7ab5f7b052e3","ResponseCode_4"
"True","0b62407b-496a-46b8-8923-4d82e8540e91","ResponseCode_5"
"True","add76266-f81f-4353-98bd-0fc0c514c5fc","ResponseCode_6"
"True","7a7ec1df-83d6-4c20-9695-b675477c19fd","ResponseCode_7"
