"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","f8f5066f-b8eb-4eb2-92bf-45d6060eee62"
"StudyCell","StudyCell_2","24da2a4f-fc47-4ed2-b4e4-410ccbea44a9"
"StudyCell","StudyCell_3","006c5c59-f84d-4815-bbdf-a3e46227bdfd"
"StudyCell","StudyCell_4","727917a1-d1fe-4bfe-9e5b-7398f5890fe0"
"StudyCell","StudyCell_5","19ae2be2-4288-43bb-8121-f298d8705cbf"
"StudyCell","StudyCell_6","69c8b4e6-1d29-43df-b8c8-bd2cbb61397e"
"StudyCell","StudyCell_7","8870ac6d-6f2b-461d-bb41-204942cf0ae7"
"StudyCell","StudyCell_8","1e5dccc7-2376-437c-9c01-d03a3acf0abd"
"StudyCell","StudyCell_9","ce0b2cab-c8bb-4d6d-9392-5560f95cfeae"
"StudyCell","StudyCell_10","5d5f48dc-9e9e-477d-8788-42761ac516da"
"StudyCell","StudyCell_11","d072c6b7-fd9a-4e9e-84ac-8beec894273c"
"StudyCell","StudyCell_12","385d27ec-2926-4297-9a05-839a8dbb3983"
"StudyCell","StudyCell_13","3491b706-86fd-434f-a592-2180e0f243ea"
"StudyCell","StudyCell_14","3e5025bf-f0d5-4c33-bc0e-cd62dd4e088c"
"StudyCell","StudyCell_15","f0e1daf7-78a1-49bd-999c-60d57bc1672a"
