"maxValue","minValue","id","uuid:ID","isApproximate","instanceType"
"300.0","300.0","Range_2","8aefc345-248b-4e2c-9d9f-924aebb530b6","False","Range"
"300.0","300.0","Range_1","50a7a799-f91a-4f4b-8fbb-a7cc6e4d7558","False","Range"
"100.0","50.0","Range_3","af6cb92c-0a28-4a9a-845b-69a7dbf356a2","False","Range"
