"description","name","id","uuid:ID","label","text"
"","AP_1","AnalysisPopulation_1","85846025-a37a-4973-acbf-a51771b6ce89","","ITT"
"","AP_4","AnalysisPopulation_2","b9dabcfa-625c-4cc0-910c-4f1df82cac8b","","ITT"
