"instanceType","uuid:ID","id","minValue","isApproximate","maxValue"
"Range","2830f790-b0ee-4368-b0bf-dcde25c4b7e3","Range_2","300.0","False","300.0"
"Range","00503001-5845-4362-b045-fa2137fe7076","Range_1","300.0","False","300.0"
"Range","1cf0b4e0-4d8f-4b50-8948-78b89e45189e","Range_3","50.0","False","100.0"
