"id:ID","code","id","uuid"
"466","","GeographicScope_1","6e709c60-bf68-4ebc-a2ae-593d2de4b9fe"
"467","","GeographicScope_2","5500daa6-2d2c-4be6-ad0b-e1b5da7cccc2"
