"id:ID","standardCodeAliases","id","uuid"
"370","[]","AliasCode_15","5f7d92a5-68f7-4b3d-bc95-1832aad8fd3a"
"371","[]","AliasCode_16","af3abfcb-fc0a-42b2-821c-89cfbde43f46"
"372","[]","AliasCode_17","432786e1-5d48-4290-aece-651591c11c19"
"373","[]","AliasCode_18","68368754-a212-4152-87df-89795ee7d3b4"
"374","[]","AliasCode_19","43ad58d6-c8c4-47eb-9ac4-b1409b741747"
"375","[]","AliasCode_20","6ce77d96-88a9-449e-873d-be3353d3f8b5"
"376","[]","AliasCode_6","5af5e3f1-64fd-4c85-913d-79985ae71108"
"377","[]","AliasCode_22","e58646f8-1d6d-401f-b0cb-a5c8d8cf6a2c"
"378","[]","AliasCode_23","229ae867-b83d-4f7d-bc83-225306c6c943"
"379","[]","AliasCode_24","22006cac-4055-4b31-ae82-2d1f91b73409"
"380","[]","AliasCode_25","6561bede-01c3-49e5-a718-0ec3664eabb0"
"381","[]","AliasCode_26","4ab3cb5d-7dd2-4e5e-99ea-5a0c25016480"
"382","[]","AliasCode_27","67fe2eb4-6355-4590-9e77-cf9329b6d354"
"383","[]","AliasCode_21","5823c2d3-7009-45e2-a68e-63fa50afb55f"
"384","[]","AliasCode_29","caef6c67-c295-4909-8fbb-041e1074a9b1"
"385","[]","AliasCode_30","b3c7b039-adb7-4c00-bb23-eb9953962b1c"
"386","[]","AliasCode_31","afa8c8c6-22f8-4a08-9016-1aed618afd5b"
"387","[]","AliasCode_32","974dc17c-4859-441b-a07e-125141da4c42"
"388","[]","AliasCode_33","72139174-f834-4836-aa43-e38a4c3b7594"
"389","[]","AliasCode_34","49e9e123-22c0-4425-b40a-59e0dfaaf6c1"
"390","[]","AliasCode_28","db899735-4ba8-44e2-a727-663d260028c8"
"391","[]","AliasCode_36","3c015e64-3ce0-43ab-baeb-d5a878c04484"
"392","[]","AliasCode_37","1801e845-7263-4d40-b6db-a4a2f7149c73"
"393","[]","AliasCode_38","a6df62d3-fcc8-49cc-bce7-6640d5e10b11"
"394","[]","AliasCode_35","4ecc45c0-4ccd-4cde-aa08-dbda7c9359d5"
"395","[]","AliasCode_40","c6850be9-f462-450d-aab6-ba936992ada0"
"396","[]","AliasCode_41","6114ed1e-bfbb-4aa7-9db7-1580892d4d39"
"397","[]","AliasCode_39","8aa47595-5ae2-4704-99b0-e7cc8a503767"
"398","[]","AliasCode_43","c336db97-d6b9-4ec4-9606-b4aa94447268"
"399","[]","AliasCode_44","b2c9ee9e-8453-4089-abf4-7e32a8d1f569"
"400","[]","AliasCode_42","7be13734-6894-478a-86bd-a4fe62e34e62"
"401","[]","AliasCode_46","5e714900-2af1-4f69-a1ae-ea654c282883"
"402","[]","AliasCode_47","19835d3e-dcc9-4ca4-bc40-7e071559ed66"
"403","[]","AliasCode_48","bbe9726e-0cac-442e-8d2b-3735a846f6b0"
"404","[]","AliasCode_49","dda3cfea-f7ac-456b-94ef-6a63967518eb"
"405","[]","AliasCode_45","0376180b-23f5-46b5-a853-3035ad11c9dd"
"406","[]","AliasCode_51","2fd47317-2903-42d0-89ff-30a01bbe0046"
"407","[]","AliasCode_52","8cdacfa3-7ed5-4d18-88eb-567c72a778a5"
"408","[]","AliasCode_53","1c666411-e557-4b89-b932-8ea1170a1430"
"409","[]","AliasCode_54","6f50abe8-dabe-497c-9c89-a97ed454e430"
"410","[]","AliasCode_50","436de635-7afd-4312-a516-9f6571dd15b6"
"411","[]","AliasCode_56","52903609-f6d7-4347-b1a2-fb1c4195ac26"
"412","[]","AliasCode_57","707b9937-3b5c-454a-9ddd-714af1af7754"
"413","[]","AliasCode_58","d813d2e5-2f20-4717-b3b8-5eea500b1367"
"414","[]","AliasCode_59","40acedc0-a4e2-421d-8f9b-7484a2ebf95e"
"415","[]","AliasCode_55","cc9fa940-cc5f-4876-861b-eec9da015365"
"416","[]","AliasCode_61","5163b4fb-000d-4cdc-b697-1866970abab8"
"417","[]","AliasCode_62","972d7210-c365-4184-9bec-fca7f7178785"
"418","[]","AliasCode_63","e2571d1f-ba1f-4685-ad20-3d7d772e5aad"
"419","[]","AliasCode_64","1d5df3aa-e8fe-42cf-82fe-91be6894ca4e"
"420","[]","AliasCode_60","d375fdc3-f883-42d5-b1f1-752bf672c88e"
"421","[]","AliasCode_66","59ffb0de-6661-4cd0-a732-8d8130d82d93"
"422","[]","AliasCode_67","30b496db-056e-467e-aa58-bf32466c537a"
"423","[]","AliasCode_68","788e8194-a8e3-4f44-ac6f-0419a54bfc1c"
"424","[]","AliasCode_69","03a28b46-1133-462e-8c98-936dfb0bd810"
"425","[]","AliasCode_65","2844d543-e2a4-43b3-83f7-2c480fbc1ffe"
"426","[]","AliasCode_71","a8e59bfa-3a1e-4aad-a09f-95a888a46cfd"
"427","[]","AliasCode_72","e73479a4-cf68-4e0e-a61f-2d9ad04dfc47"
"428","[]","AliasCode_73","3cb0de12-1e4a-4485-b2d8-504683163320"
"429","[]","AliasCode_74","f74172f5-a382-4967-a617-4f80b37bbb61"
"430","[]","AliasCode_70","d70f6245-da87-4088-8f7b-b76a883280a2"
"431","[]","AliasCode_76","b0b8e949-e41e-421a-8ebb-a2be1d801855"
"432","[]","AliasCode_77","7573d0fd-a341-43c7-94db-f796594b89fb"
"433","[]","AliasCode_78","fb08ae3d-0379-44ab-a54a-1681e26169c3"
"434","[]","AliasCode_79","f8e952b4-eff2-4b52-a7af-ac9654147f59"
"435","[]","AliasCode_75","1c2c7827-1a4d-47a1-ad53-cdd8309a824d"
"436","[]","AliasCode_81","75ce08bf-8a4f-44fa-ab63-55fcc16605dd"
"437","[]","AliasCode_82","7774f3b9-1a0b-40ac-8568-5bd0fab45fa0"
"438","[]","AliasCode_83","4483ba75-cb91-465c-a48e-2bc61698b1c4"
"439","[]","AliasCode_84","4efb6afa-1056-412a-85ca-b0e052f14d76"
"440","[]","AliasCode_85","7393b93c-666e-458b-a60a-180b0c77679e"
"441","[]","AliasCode_86","71d67b22-a314-4004-8f47-b82a5d9ea39d"
"442","[]","AliasCode_80","f1d5ce54-35fb-4eb3-8ebf-1982949eeaec"
"443","[]","AliasCode_88","24ae50f3-a79b-4937-83fa-2920a1bd8ab1"
"444","[]","AliasCode_89","5ac67d17-cc71-4eb7-a688-154d1227aee6"
"445","[]","AliasCode_90","6f2657a7-6322-46e5-aca7-b0166d620480"
"446","[]","AliasCode_91","874eb478-540f-4d69-a488-bdbe020a4f76"
"447","[]","AliasCode_92","ed956c3f-b4ee-4857-af9c-c2bbcd58bf7c"
"448","[]","AliasCode_93","caa2d508-654e-4737-bcec-6e985d6336c1"
"449","[]","AliasCode_87","faa28c6c-6024-4ff8-8a12-2f516feb025a"
"450","[]","AliasCode_95","e59c508d-bb1d-46cb-bc41-9434dc6fcb22"
"451","[]","AliasCode_96","f7ac2bd2-60b4-458e-a083-7356f9264adf"
"452","[]","AliasCode_97","42c133ca-dacb-4522-8992-8d66a243bcb2"
"453","[]","AliasCode_98","51ae8489-b34b-4f90-b753-11ec804fc26a"
"454","[]","AliasCode_99","3496f024-c01d-4bdd-97d1-277802c01926"
"455","[]","AliasCode_100","aef7abe0-d021-4a24-8ce6-2b71d9a51010"
"456","[]","AliasCode_94","06f3427f-3bfc-46fe-be8e-37949e827a68"
"457","[]","AliasCode_102","8580bf07-da53-49d2-bdb5-c89520b26d5d"
"458","[]","AliasCode_103","f27c5139-e22e-4ee2-a3a5-f57e0f97f010"
"459","[]","AliasCode_104","fce5d8d8-8863-4e0d-a06a-c10de1c5b310"
"460","[]","AliasCode_105","c073f07f-8dfc-4121-bec2-2c5d97f9612c"
"461","[]","AliasCode_106","c843e75b-e7bd-40d1-9b0c-6c837815087e"
"462","[]","AliasCode_107","b9efde62-e103-41b8-aaf2-49c87464ee55"
"463","[]","AliasCode_101","6319ea59-2741-4592-ae1a-76f0faf457cb"
"464","[]","AliasCode_5","b607b027-52e2-46fc-a79c-498611190bfb"
"465","[]","AliasCode_2","11878e0e-00d7-4eba-b393-dab51f162498"
