"id:ID","standardCodeAliases","id","uuid"
"314","[]","AliasCode_1","fff251d6-b7b8-42a3-ba8c-8cb26c94ff19"
"315","[]","AliasCode_3","2efd1318-50d8-4623-8827-e4a1d92bfefc"
"316","[]","AliasCode_4","8177ac5b-5515-455e-bb69-455d83ed6a39"
"317","[]","AliasCode_109","6e73586d-5fa8-4eb8-96c3-9d439127c489"
"318","[]","AliasCode_110","2f59305a-40ad-4d83-9142-7e926f2acc03"
"319","[]","AliasCode_111","447dc98b-80b1-462d-9a98-880e9c06b3c1"
"320","[]","AliasCode_108","7921065f-e621-4998-be03-e1fafc342ef5"
"321","[]","AliasCode_113","dd91df6e-7bec-45c6-9149-6cff48a8c3e3"
"322","[]","AliasCode_114","15dd6620-39b8-4a30-a69d-5433be68a13d"
"323","[]","AliasCode_112","29e80f90-1eb5-460c-9a03-f9c6469d8324"
"324","[]","AliasCode_116","68795b90-1280-4f3c-98be-a73d02571e9a"
"325","[]","AliasCode_117","2c0e7b29-dae4-4162-89e5-2ae948063d8e"
"326","[]","AliasCode_115","e7f3e6e7-ba9d-4994-95df-18ecb1ddba62"
"327","[]","AliasCode_119","e5d8fbd8-af5c-4edb-93c0-7ce45ac399dd"
"328","[]","AliasCode_120","ec90a5ef-90a0-43fe-9c6b-3943e185af9a"
"329","[]","AliasCode_121","6c1f4c21-44c9-4ea8-b441-eb7591e0cbfc"
"330","[]","AliasCode_122","d0b6d6c5-c4a9-4b9d-9fff-776082faf6e5"
"331","[]","AliasCode_118","e5a2afdd-1b9d-4d96-b3ac-ad40f47f9dac"
"332","[]","AliasCode_124","b274f589-bed7-4661-b775-ab26228d9f86"
"333","[]","AliasCode_125","30c8f99e-bd6a-47f2-adb7-64688949a1f2"
"334","[]","AliasCode_126","45eabb97-8227-4f1e-8983-a7ae497a7291"
"335","[]","AliasCode_127","969f9e70-527a-4480-a574-66837689768b"
"336","[]","AliasCode_123","77009f06-08a2-4a8b-a83b-7a411aef9a6c"
"337","[]","AliasCode_129","0277f673-54e1-4457-9a58-628505466e45"
"338","[]","AliasCode_130","c0b1c117-8aa7-4de9-9b08-49b3e4f5596a"
"339","[]","AliasCode_131","7122c0b9-2a6e-41f3-8f8b-a8f4790cdd0b"
"340","[]","AliasCode_132","75f65bea-09f7-4993-997d-1a148c0dae21"
"341","[]","AliasCode_128","dd71013b-b353-485a-8406-31d8e4e8e9d4"
"342","[]","AliasCode_134","81c219a1-a5ba-455e-ad2a-a4e783675ed2"
"343","[]","AliasCode_135","a2ab7353-755c-4b18-8467-07bd73694f68"
"344","[]","AliasCode_136","5ce66004-6ac7-4edb-89ed-59e012215999"
"345","[]","AliasCode_137","1bd3a1ad-7ca2-4b46-aca5-3580fa66420d"
"346","[]","AliasCode_133","aa7b362b-c9cd-4a30-9cdd-d1b01e53ebb2"
"347","[]","AliasCode_139","4f6ecfdd-b25d-4799-a78c-937c8fba1bec"
"348","[]","AliasCode_140","7d3b15c5-b178-459f-b60a-12a2af52b206"
"349","[]","AliasCode_141","25e8f403-1e33-45bc-9dec-5f908ee4e319"
"350","[]","AliasCode_142","01f59273-6005-472f-abc9-7dd0f2afab52"
"351","[]","AliasCode_138","567904c2-b5e2-41b7-b080-dc07ce6bc308"
"352","[]","AliasCode_144","893d02ab-34b7-4d09-b74c-18eea8604f80"
"353","[]","AliasCode_145","a35529cb-ea85-4727-b16d-69338fae7dce"
"354","[]","AliasCode_146","81e6e5ea-9fcc-4e63-a3fe-701c771a5e6d"
"355","[]","AliasCode_147","e40adef2-9d8d-4963-9bb6-ecf4007fd100"
"356","[]","AliasCode_143","a532425d-87bb-4f5d-bd13-dc005796eb55"
"357","[]","AliasCode_149","2422630d-fabd-4cbc-9d62-13304a67aac4"
"358","[]","AliasCode_150","be9ba8fa-9c22-4c6a-9c33-d3291a305b8f"
"359","[]","AliasCode_151","cdd0eadc-aa94-4802-a2a1-913d75d717e7"
"360","[]","AliasCode_152","93f32656-ecbd-431d-b895-40fc424dd93b"
"361","[]","AliasCode_148","7908d565-0f75-40e9-a486-2a8fdcbf16d9"
"362","[]","AliasCode_7","e9cd9cec-5a3a-4194-9e47-2b744913bdb5"
"363","[]","AliasCode_8","10c8d35e-5d2d-4a82-ac97-49db85b126d8"
"364","[]","AliasCode_9","e127ece4-e790-4ebf-9e38-bb7bc79466ca"
"365","[]","AliasCode_10","0b3f497c-4105-4ff4-bee3-3f8e43228ebf"
"366","[]","AliasCode_11","107c17f3-0896-445a-a6f5-304a25df4a07"
"367","[]","AliasCode_12","3a9d067d-737a-47fd-ba67-12b10149ccf2"
"368","[]","AliasCode_13","d10b789c-72d9-4a33-aa96-6ffa4514a279"
"369","[]","AliasCode_14","c70886bb-2334-4cc1-9665-b968b3961203"
