"id:ID","text","line","postalCode","city","state","district","uuid","id"
"475","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","4628","Indianapolis","IN","-","997ac7c6-0c6d-4385-ba6c-6e5c498519f3","Address_1"
