"uuid:ID","minValue","isApproximate","maxValue","id"
"fa9a7943-c1d6-4ad9-8b07-7a633cdaa220","300.0","False","300.0","Range_2"
"a42cd7b5-9fd4-434a-9e4f-6e046326fb69","300.0","False","300.0","Range_1"
