"id","otherReason","uuid:ID","instanceType"
"StudyAmendmentReason_1","","475c6eff-ce79-4281-a244-bf5c95e40b5e","StudyAmendmentReason"
"StudyAmendmentReason_2","Fix typographical errors","47ba1d63-21aa-4bd5-83d2-0609c6178771","StudyAmendmentReason"
