"isRequired","name","uuid:ID","instanceType","isEnabled","datatype","label","id"
"True","DSDECOD","e5762c08-f637-4d74-a1e3-67ca18db1ff7","BiomedicalConceptProperty","True","text","DSDECOD","BiomedicalConceptProperty_116"
"True","DSTERM","e6d63d3e-2707-4175-b5ee-9eab43cb82b8","BiomedicalConceptProperty","True","text","DSTERM","BiomedicalConceptProperty_117"
"True","DSSTDTC","973a7c56-0ce5-43f7-b035-1d5ad6b5d8a8","BiomedicalConceptProperty","True","datetime","DSSTDTC","BiomedicalConceptProperty_118"
"True","Sex","e83dafab-1c92-458a-b1b6-325b0ce4d269","BiomedicalConceptProperty","True","string","Sex","BiomedicalConceptProperty_119"
"True","Race","2c688cf3-4b77-47e1-9400-b7bef66b8f4c","BiomedicalConceptProperty","True","string","Race","BiomedicalConceptProperty_120"
"True","VSTESTCD","f1d95f44-5997-43c0-9ec6-32c00339380d","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_121"
"True","VSORRES","d944d336-3d10-4b7c-83db-a94095153a22","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_122"
"True","VSORRESU","c6aa36a2-cd95-482f-8430-5795d2443037","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_123"
"True","VSLOC","e15eed3f-625b-4e6b-aac9-d249b6afd05b","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_124"
"True","VSTESTCD","002c6102-3432-4f6a-8c38-e216b49559be","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_125"
"True","VSORRES","3084621b-5f41-4fa6-8b66-0c807fb77a58","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_126"
"True","VSORRESU","a019f829-a714-4ccc-86b8-69fa87fdcdba","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_127"
"True","VSTESTCD","5fb71641-316d-47b6-adbb-d68dde9f5b13","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_128"
"True","VSORRES","94d12ff4-e641-43f7-8469-83c5239473cc","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_129"
"True","VSORRESU","8f4ac6d7-9c95-4afb-b3aa-e3362bf3aabf","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_130"
"True","LBTESTCD","6fb61d78-3603-4295-86db-ad7e7322fe36","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_131"
"True","LBORRES","d3320252-bde8-4d60-8f60-e9eb3811ef67","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_132"
"True","LBORRESU","9e8f5e86-d229-4089-9377-a55da6195d3d","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_133"
"True","LBSPEC","a3400a69-a9ff-4665-aeb3-4a145d40465e","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_134"
"True","LBFAST","1373546a-36dd-4e53-b1b5-cceaf898c5f6","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_135"
"True","LBTESTCD","675bd17d-bd26-4d69-88fc-e4bf361f178f","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_136"
"True","LBORRES","f34732f5-d79d-4776-b1c4-3b837e50435d","BiomedicalConceptProperty","True","text","LBORRES","BiomedicalConceptProperty_137"
"True","LBSPEC","baf20c50-7d38-41e6-bdbb-10cc3896b253","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_138"
"True","LBFAST","67e01242-77cd-4122-9659-d226cd5ea1a4","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_139"
"True","LBTESTCD","970378f7-9d11-4e79-b049-eb229ea552b9","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_140"
"True","LBORRES","d1c59e13-5389-4b2e-90d7-4d8bbec0dbdc","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_141"
"True","LBORRESU","b7c14e06-1116-48ab-a62b-0f73222c1331","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_142"
"True","LBSPEC","2dc035b6-bc74-4175-b4de-1137f38f8028","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_143"
"True","LBFAST","1a22c2b5-9b1d-4729-8427-f27908b50865","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_144"
"True","LBTESTCD","0fd9325e-b8e5-4c58-9fd9-fbd6aec08862","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_145"
"True","LBORRES","6b172639-7880-4fe2-9ca8-b54add076373","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_146"
"True","LBORRESU","7f9bafe7-2218-4ad1-93db-0d09b2384a5d","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_147"
"True","LBSPEC","ac062520-070e-4f6a-a1f6-cc9cb0036b46","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_148"
"True","LBFAST","a120cc32-3732-4317-8c8b-baa3cdc17ac6","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_149"
"True","LBTESTCD","95d75b31-8dd4-4d74-be41-50565c4dc651","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_150"
"True","LBORRES","632fbbc2-5af6-49f4-8ccf-fa23d60f1a67","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_151"
"True","LBORRESU","4ee96a5d-f3e4-42a1-897c-52426f6e5924","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_152"
"True","LBSPEC","b18fcb6e-fe1a-4c8c-ab5d-f4cfa48df860","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_153"
"True","LBFAST","d8bdf567-39dd-4546-a889-ef2bfe8746fe","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_154"
"True","LBTESTCD","be6023a7-856a-4497-ae34-6dcf3869895f","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_155"
"True","LBORRES","61229fe5-c6ab-409a-be4f-4fb49206685a","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_156"
"True","LBORRESU","15b46750-44e5-4beb-a1aa-fe46efb62baa","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_157"
"True","LBSPEC","b127fdaa-4bf1-4fb3-9140-0a4b052142da","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_158"
"True","LBFAST","ee3010be-0a2a-4781-ad9f-2590d7141ec5","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_159"
"True","LBTESTCD","8461866d-58fd-4f4b-b8a8-8ddc6fe15881","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_160"
"True","LBORRES","e8f4bedb-175a-4758-ae5d-616dfb64c357","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_161"
"True","LBORRESU","367e0009-4f04-4543-930b-9f5e16f3a9f7","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_162"
"True","LBSPEC","16c2bd7a-ed40-4d46-909f-b5245078e332","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_163"
"True","LBFAST","9393252c-83d2-4da9-b847-a4bd3312e6ca","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_164"
"True","LBTESTCD","5c4525f1-0003-4c25-868d-eed6c354c85f","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_165"
"True","LBORRES","93ba41b3-29ff-49b9-9c09-e236cf679b1a","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_166"
"True","LBORRESU","8244b64c-333f-4fcf-a5ce-3a77a16511a6","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_167"
"True","LBSPEC","4a9f631e-ef81-4d05-a568-1415fdaa082e","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_168"
"True","LBFAST","ad76a7e1-d4da-4714-9dfa-5c949977e2b3","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_169"
"True","AETERM","cf194650-291b-412a-8fe5-b80113a18cd3","BiomedicalConceptProperty","True","text","AETERM","BiomedicalConceptProperty_1"
"True","AEDECOD","3897b53f-d397-4f89-a2d2-3b7162617fa2","BiomedicalConceptProperty","True","text","AEDECOD","BiomedicalConceptProperty_2"
"True","AEPRESP","a552b6cb-d66f-493f-a097-dc0aa54a14eb","BiomedicalConceptProperty","True","text","AEPRESP","BiomedicalConceptProperty_3"
"True","AELOC","db79dc9e-28ec-4e7b-b966-e5d4baa97b24","BiomedicalConceptProperty","True","text","AELOC","BiomedicalConceptProperty_4"
"True","AESEV","9f196be7-c112-49bd-a111-764cc7fe56f8","BiomedicalConceptProperty","True","text","AESEV","BiomedicalConceptProperty_5"
"True","AESER","7b6b2932-87d8-49e7-825a-d83ae6ac6650","BiomedicalConceptProperty","True","text","AESER","BiomedicalConceptProperty_6"
"True","AEACN","f5bcee08-9fc1-4306-a210-684e660bbfbb","BiomedicalConceptProperty","True","text","AEACN","BiomedicalConceptProperty_7"
"True","AEACNOTH","633af7b0-8462-4424-a998-b8d7ed425f07","BiomedicalConceptProperty","True","text","AEACNOTH","BiomedicalConceptProperty_8"
"True","AEREL","bacf29ca-cd2f-4209-bb10-fdbec4d8aa56","BiomedicalConceptProperty","True","text","AEREL","BiomedicalConceptProperty_9"
"True","AERELNST","ec4d458f-8d30-4981-a384-c6d0c286491e","BiomedicalConceptProperty","True","text","AERELNST","BiomedicalConceptProperty_10"
"True","AEPATT","47ad1f50-0214-4845-a8ab-cdbe76f7f490","BiomedicalConceptProperty","True","text","AEPATT","BiomedicalConceptProperty_11"
"True","AEOUT","de027531-54f0-4d0c-8108-bb3b65412efa","BiomedicalConceptProperty","True","text","AEOUT","BiomedicalConceptProperty_12"
"True","AESCAN","b7c2d210-57c1-4e8b-84cb-2a9de8306042","BiomedicalConceptProperty","True","text","AESCAN","BiomedicalConceptProperty_13"
"True","AESCONG","5d2b9dde-95c5-4a70-b499-a3201ebf6b38","BiomedicalConceptProperty","True","text","AESCONG","BiomedicalConceptProperty_14"
"True","AESDISAB","204eb0bd-6974-423e-8ca0-0267a6863a0b","BiomedicalConceptProperty","True","text","AESDISAB","BiomedicalConceptProperty_15"
"True","AESDTH","de1e3349-9670-4f4f-96ee-502e388389e3","BiomedicalConceptProperty","True","text","AESDTH","BiomedicalConceptProperty_16"
"True","AESHOSP","29ade04c-d2d8-460f-a028-8bed53a09a0d","BiomedicalConceptProperty","True","text","AESHOSP","BiomedicalConceptProperty_17"
"True","AESLIFE","614fd373-ce24-4893-9f88-8818196e392a","BiomedicalConceptProperty","True","text","AESLIFE","BiomedicalConceptProperty_18"
"True","AESOD","d6df3886-96df-40b8-9cea-4c5e3ca5b43b","BiomedicalConceptProperty","True","text","AESOD","BiomedicalConceptProperty_19"
"True","AESMIE","4a73e491-2e38-4f47-9500-f7a9b2ff6e4e","BiomedicalConceptProperty","True","text","AESMIE","BiomedicalConceptProperty_20"
"True","AECONTRT","571f410b-fa1b-4160-96eb-3680287dfb02","BiomedicalConceptProperty","True","text","AECONTRT","BiomedicalConceptProperty_21"
"True","AESTDTC","9da64e74-18c3-49aa-bc4c-e305e13a6b5e","BiomedicalConceptProperty","True","datetime","AESTDTC","BiomedicalConceptProperty_22"
"True","AEENDTC","ecf80732-945e-4dcf-8bfa-3f464784e5d8","BiomedicalConceptProperty","True","datetime","AEENDTC","BiomedicalConceptProperty_23"
"True","VSTESTCD","8832eb13-7ec2-4946-a0fc-ee40d8c17776","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_24"
"True","VSORRES","91f9a3d9-a3d6-468e-a6a2-76a5e6bd35ec","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_25"
"True","VSORRESU","d528ebad-7888-4f4e-8bf3-cc534a67338b","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_26"
"True","VSPOS","6f69a25c-27e2-4c3e-ae0b-d291324b3487","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_27"
"True","VSLOC","42a8cae2-59b5-4eee-bcf5-d64f1e4eb1d8","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_28"
"True","VSLAT","542e13bc-bf33-4e1c-a95a-0cc58bcb65d6","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_29"
"True","VSTESTCD","84dcabbc-263c-4c9b-ab54-d9b984e7a9a7","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_30"
"True","VSORRES","37e9a0bf-eb18-43a7-a95a-5152affd37e7","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_31"
"True","VSORRESU","23ddcf80-36bd-4342-aa09-76c517c135e1","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_32"
"True","VSPOS","e51acb1a-14de-4f85-878b-fcb5b58feb51","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_33"
"True","VSLOC","b9803377-fa72-42f4-b789-93adf97ea6b2","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_34"
"True","VSLAT","79b56c73-0f1c-4d35-a4e5-6e37c90b36cd","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_35"
"True","VSTESTCD","64f25b90-16b2-4411-b329-951aa317e325","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_36"
"True","VSORRES","edd20686-5ea2-40de-8a42-4cbeba63ad88","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_37"
"True","VSORRESU","9b1966ef-b08e-474d-897c-e80fbd110c1f","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_38"
"True","VSLOC","80b383c5-482d-49d2-9fc9-25e1213d70c6","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_39"
