"uuid:ID","instanceType","isApproximate","minValue","id","maxValue"
"0a38393b-3060-4b49-a06a-fe4f022540ad","Range","False","300.0","Range_2","300.0"
"bb9d05af-965f-4228-9953-16329cf37a55","Range","False","300.0","Range_1","300.0"
"0d033f6d-d1bd-4b80-8345-a94ee31cde08","Range","False","50.0","Range_3","100.0"
