"minValue","instanceType","uuid:ID","isApproximate","maxValue","id"
"300.0","Range","5baa503c-4b4e-41cd-b0c2-e55b3570cd49","False","300.0","Range_2"
"300.0","Range","64d0d788-1c2d-4b77-8295-6c8e3319e705","False","300.0","Range_1"
"50.0","Range","e1769a84-6a02-4d5e-8316-73cb2499fc88","False","100.0","Range_3"
