"instanceType","minValue","uuid:ID","isApproximate","id","maxValue"
"Range","300.0","da665400-523a-43b2-9390-b01c6e7c8d58","False","Range_2","300.0"
"Range","300.0","8009b340-019b-42db-8c9e-4b49dffdb036","False","Range_1","300.0"
"Range","50.0","29a27649-79b2-4cbc-b079-6f45f875dd98","False","Range_3","100.0"
