"name","uuid:ID","instanceType","id"
"Study_CDISC PILOT - LZZT","471ce3b3-b3f2-4eac-a2c1-f1515bd0be0b","Study","471ce3b3-b3f2-4eac-a2c1-f1515bd0be0b"
