"uuid:ID","id","otherReason","instanceType"
"47fc29cf-5bc6-4817-af4f-f052995ca353","StudyAmendmentReason_1","","StudyAmendmentReason"
"fc3407c6-2fcc-454b-adeb-77ce5b59a1d0","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
