"uuid:ID","isApproximate","instanceType","maxValue","minValue","id"
"dde81e89-0280-4dcb-805f-84da883f94dd","False","Range","300.0","300.0","Range_2"
"9aba377f-844d-4606-a977-f3ae8d292bf2","False","Range","300.0","300.0","Range_1"
"c32aba71-c6be-41e0-b22b-cc182fb6e06b","False","Range","100.0","50.0","Range_3"
