"isEnabled","uuid:ID","id","instanceType"
"True","c0309f5c-5292-4833-a794-f4825cce2e3f","ResponseCode_18","ResponseCode"
"True","5b887bb8-ffbf-4f62-8ff7-b9a3ca5375a4","ResponseCode_19","ResponseCode"
"True","328d0eca-aca8-4c24-ad9e-8c6c559a8f7e","ResponseCode_20","ResponseCode"
"True","cc376ba2-27e8-40d0-9c2b-7ebe6d92587b","ResponseCode_21","ResponseCode"
"True","130f1bbe-de78-41a7-9572-224df82a8be7","ResponseCode_22","ResponseCode"
"True","e31a45e9-c2a6-437d-a0c0-59d45ecaa418","ResponseCode_23","ResponseCode"
"True","cb0cc7bf-d860-4d1f-811e-a0ba86a198ab","ResponseCode_24","ResponseCode"
"True","25da24c4-7d2f-4ecb-9bfa-672d8bd73681","ResponseCode_25","ResponseCode"
"True","e1323bef-3127-44a8-aa41-dffa97dca344","ResponseCode_1","ResponseCode"
"True","cfeda149-33c1-414e-a494-d5d0b9bd81b5","ResponseCode_2","ResponseCode"
"True","0b563628-54be-4859-983a-7d04d163d1a7","ResponseCode_3","ResponseCode"
"True","a0a3f27d-382d-4ef9-ac64-f0f5f5b33b83","ResponseCode_4","ResponseCode"
"True","755d3d81-c146-4148-a7b3-2c5543982986","ResponseCode_5","ResponseCode"
"True","1d32628e-2b48-4d8d-85bb-b1e766390863","ResponseCode_6","ResponseCode"
"True","090a4c36-1578-4ffd-adbd-4593ff5169a2","ResponseCode_7","ResponseCode"
"True","ffce14d1-7335-425f-9dd9-272847f5c21d","ResponseCode_8","ResponseCode"
"True","4e3a4777-ab43-48a2-b681-7730fcebe33e","ResponseCode_9","ResponseCode"
"True","705327c6-112e-4080-8038-51f58bb67d4d","ResponseCode_10","ResponseCode"
"True","58e01ca9-045b-45eb-905c-e00d75a8c8b8","ResponseCode_11","ResponseCode"
"True","0370e63d-9c71-48ae-ab18-6bb2c001c3b4","ResponseCode_12","ResponseCode"
"True","f17c92f7-07d7-43b7-85ac-1c20b5d462e2","ResponseCode_13","ResponseCode"
"True","787ceec0-5f56-43be-99d4-4f5d4ed52828","ResponseCode_14","ResponseCode"
"True","27003dbe-e0ba-4a36-8eb7-f1f6501ab2ac","ResponseCode_15","ResponseCode"
"True","02175b4c-f8f3-4da3-87b1-87924840a84c","ResponseCode_16","ResponseCode"
"True","7a8c0b18-09c2-455b-8e78-5368b2be5d77","ResponseCode_17","ResponseCode"
