"isRequired","name","uuid:ID","instanceType","isEnabled","datatype","label","id"
"True","DSDECOD","b5ac91aa-8611-4930-933a-c6d43a7f4a17","BiomedicalConceptProperty","True","text","DSDECOD","BiomedicalConceptProperty_116"
"True","DSTERM","2fe75b54-ba41-4732-9f94-53e7f4285345","BiomedicalConceptProperty","True","text","DSTERM","BiomedicalConceptProperty_117"
"True","DSSTDTC","07b9bbbd-26f9-40c5-beb1-73fe821b040b","BiomedicalConceptProperty","True","datetime","DSSTDTC","BiomedicalConceptProperty_118"
"True","Sex","22d5636a-21c4-42e1-8739-d994bd1a2480","BiomedicalConceptProperty","True","string","Sex","BiomedicalConceptProperty_119"
"True","Race","a8854f2f-97c5-4d5a-aa0b-67e847d0d59f","BiomedicalConceptProperty","True","string","Race","BiomedicalConceptProperty_120"
"True","VSTESTCD","4c3dd963-73ab-471c-927d-b572221b2c84","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_121"
"True","VSORRES","9f2f389e-c0f0-4233-83ca-2d1cf299468b","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_122"
"True","VSORRESU","e3fcdec1-cc2d-4338-a231-19da3ce54d23","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_123"
"True","VSLOC","595afa93-cfa2-483e-b4df-454b70d86b53","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_124"
"True","VSTESTCD","cdb73437-60b3-4695-985a-f437434d2ec5","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_125"
"True","VSORRES","a4dad9de-ab0d-4a37-894c-ca501602f787","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_126"
"True","VSORRESU","499212ee-08d9-4364-8d17-7f5005ba1c07","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_127"
"True","VSTESTCD","56bebfa8-5d5b-4f6a-9a0e-806527fd2e13","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_128"
"True","VSORRES","ccef5843-ef3e-4e9b-a74a-700115f44205","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_129"
"True","VSORRESU","6d699abd-f74f-4743-880e-0b624272683d","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_130"
"True","LBTESTCD","ad4ba33c-51f0-4d86-bb25-76e7475fc914","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_131"
"True","LBORRES","8f840bc6-0b7e-4c9d-9387-aa3c780c3fbd","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_132"
"True","LBORRESU","48446617-12b0-488a-b4d9-170b8c7e7867","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_133"
"True","LBSPEC","e4134740-488b-4aef-90c7-e3236d24f416","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_134"
"True","LBFAST","aba7cc7a-f999-4ad8-b41e-996303f43993","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_135"
"True","LBTESTCD","fa0618c3-9a07-4a96-98f9-e5f7ffb497b5","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_136"
"True","LBORRES","31cd773c-8c7f-49b3-84bf-c7607494fb40","BiomedicalConceptProperty","True","text","LBORRES","BiomedicalConceptProperty_137"
"True","LBSPEC","7d993ff7-8c55-47c1-a866-d4c54b5d4f80","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_138"
"True","LBFAST","b48f34da-c483-4dc3-b784-a240c8035e43","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_139"
"True","LBTESTCD","89619c55-73bf-4031-83cc-9b53de76d89d","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_140"
