"uuid:ID","instanceType","isApproximate","minValue","id","maxValue"
"a4ac84b8-0cbf-43dc-9707-3500e1036f3c","Range","False","300.0","Range_2","300.0"
"61bb0e41-753e-436d-b9f6-fe7433dd5ad9","Range","False","300.0","Range_1","300.0"
"cd6010d7-fe51-4cab-97d5-1cc1ce81437e","Range","False","50.0","Range_3","100.0"
