"name","instanceType","label","id","uuid:ID","parameterMap","description"
"IE_Dict","SyntaxTemplateDictionary","IE Dictionary","SyntaxTemplateDictionary_1","f6fdb9a4-8982-41ed-aa55-56be665352fb","{'min_age': '<usdm:ref klass=""Range"" id=""Range_3"" attribute=""minValue""></usdm:ref>', 'max_age': '<usdm:ref klass=""Range"" id=""Range_3"" attribute=""maxValue""></usdm:ref>', 'StudyPopulation': '<usdm:ref klass=""StudyDesignPopulation"" id=""StudyDesignPopulation_1"" attribute=""description""></usdm:ref>'}","Dictionary for IE"
"AS_Dict","SyntaxTemplateDictionary","Assessment Dictionary","SyntaxTemplateDictionary_2","7ef95af0-689f-4ca8-9a2c-b17c7f8b84ab","{'Activity1': '<usdm:ref klass=""Activity"" id=""Activity_6"" attribute=""label""></usdm:ref>', 'Activity2': '<usdm:ref klass=""Activity"" id=""Activity_5"" attribute=""label""></usdm:ref>'}","Dictionary for Study Assessments"
