"isApproximate","maxValue","uuid:ID","minValue","id","instanceType"
"False","300.0","e6ac501c-f6e4-4001-afcf-f131683e16c0","300.0","Range_2","Range"
"False","300.0","f1917c6f-89e4-424d-a741-1ad4eff7ff10","300.0","Range_1","Range"
"False","100.0","80448760-1d13-4572-8deb-77767c4edb77","50.0","Range_3","Range"
