"uuid:ID","otherReason","id","instanceType"
"464677fb-9408-4716-b101-8a4e881dc42c","","StudyAmendmentReason_1","StudyAmendmentReason"
"02a0ee6e-c4be-4d48-8092-8c0a2e232b28","Fix typographical errors","StudyAmendmentReason_2","StudyAmendmentReason"
