"uuid:ID","isRequired","datatype","instanceType","isEnabled","name","id","label"
"99a22418-7b92-4c15-962d-0f302785cac1","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_153","LBSPEC"
"1746821c-d023-4c3c-b034-c2724bda9dd9","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_154","LBFAST"
"b6e6a0c4-d111-4a53-9355-88a4e4589ef0","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_155","LBTESTCD"
"eda9c37a-1b18-44e2-8a68-56a6d60fab21","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_156","LBORRES"
"36e2df8b-f693-491a-b517-e50cfd682e9f","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_157","LBORRESU"
"562951f1-747f-4457-a108-10d40d0bbf80","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_158","LBSPEC"
"730d9f15-dcfb-416f-9411-616ae6dcd438","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_159","LBFAST"
"2bf8a69f-b4d7-4e34-bb8e-0e114d374b12","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_160","LBTESTCD"
"27304ec2-4c9a-4e49-baa3-d01d0e6f924e","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_161","LBORRES"
"ef6b2271-a4cd-4589-8d03-91889606d752","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_162","LBORRESU"
"d08953bd-23de-4d48-a52a-c599c1f11da7","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_163","LBSPEC"
"6877748b-e6bc-4f37-9e5a-bdb5a175e1c9","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_164","LBFAST"
"8ba63a90-e576-4909-870d-514fafb15b6a","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_165","LBTESTCD"
"c76247fb-0e66-4471-9688-3d176b738c30","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_166","LBORRES"
"3fa87e57-2fb0-4cc9-b8c8-ee1f8126f12a","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_167","LBORRESU"
"2802a975-8e0c-4f60-a383-9d3251cd94a4","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_168","LBSPEC"
"66b629ba-7956-4d57-94b6-0296e7c3bad7","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_169","LBFAST"
"8bca65fa-ae40-487e-bf19-d7efafb0a556","True","text","BiomedicalConceptProperty","True","AETERM","BiomedicalConceptProperty_1","AETERM"
"86fac80c-b3cb-4b83-9202-47c79286847c","True","text","BiomedicalConceptProperty","True","AEDECOD","BiomedicalConceptProperty_2","AEDECOD"
"f4361dc0-1866-4ea7-8c04-9d7332b00a63","True","text","BiomedicalConceptProperty","True","AEPRESP","BiomedicalConceptProperty_3","AEPRESP"
"2ed9964a-f071-46bb-83fa-0868edd2eaf0","True","text","BiomedicalConceptProperty","True","AELOC","BiomedicalConceptProperty_4","AELOC"
"80e5bbb7-ddfe-4e73-b6f6-08456d80ac56","True","text","BiomedicalConceptProperty","True","AESEV","BiomedicalConceptProperty_5","AESEV"
"3ed7aa4a-abca-4cf7-8211-a8aa4fc4a6e4","True","text","BiomedicalConceptProperty","True","AESER","BiomedicalConceptProperty_6","AESER"
"81fe9bad-76a8-4c3e-a60a-d167eda4e2b3","True","text","BiomedicalConceptProperty","True","AEACN","BiomedicalConceptProperty_7","AEACN"
"caee9f5b-3a8f-48ed-bc01-d37f6a4d30e1","True","text","BiomedicalConceptProperty","True","AEACNOTH","BiomedicalConceptProperty_8","AEACNOTH"
"d2cfeb76-1529-484f-a99b-13895d085dda","True","text","BiomedicalConceptProperty","True","AEREL","BiomedicalConceptProperty_9","AEREL"
"ef87cacc-8d56-4ea7-b46c-4bf9d51beee9","True","text","BiomedicalConceptProperty","True","AERELNST","BiomedicalConceptProperty_10","AERELNST"
"1d1546ac-0abd-4b5e-af74-3aa46ac81621","True","text","BiomedicalConceptProperty","True","AEPATT","BiomedicalConceptProperty_11","AEPATT"
"eaf4395d-32f8-4c47-91d5-322a752e5049","True","text","BiomedicalConceptProperty","True","AEOUT","BiomedicalConceptProperty_12","AEOUT"
"c024cc58-c8d9-43ef-b505-2c7bdc7b84f7","True","text","BiomedicalConceptProperty","True","AESCAN","BiomedicalConceptProperty_13","AESCAN"
"78c006bb-cb10-4af0-bbe8-8213f8bc146c","True","text","BiomedicalConceptProperty","True","AESCONG","BiomedicalConceptProperty_14","AESCONG"
"200bd44e-5719-4427-965c-674c38293123","True","text","BiomedicalConceptProperty","True","AESDISAB","BiomedicalConceptProperty_15","AESDISAB"
"e308646e-a286-4522-a970-0733f875bc67","True","text","BiomedicalConceptProperty","True","AESDTH","BiomedicalConceptProperty_16","AESDTH"
"7b08e60f-68c1-495a-84f3-03641e1d28dc","True","text","BiomedicalConceptProperty","True","AESHOSP","BiomedicalConceptProperty_17","AESHOSP"
"987c1f0e-40ad-4288-9bd6-0a7c2b7fdd73","True","text","BiomedicalConceptProperty","True","AESLIFE","BiomedicalConceptProperty_18","AESLIFE"
"6cb22b69-3798-4d44-8d21-db3dcc0a2846","True","text","BiomedicalConceptProperty","True","AESOD","BiomedicalConceptProperty_19","AESOD"
"d6456df0-491a-4e55-a22b-25889b23076f","True","text","BiomedicalConceptProperty","True","AESMIE","BiomedicalConceptProperty_20","AESMIE"
"b4e873b7-645e-4151-8906-fa40760006cb","True","text","BiomedicalConceptProperty","True","AECONTRT","BiomedicalConceptProperty_21","AECONTRT"
"137d6df2-ee9e-49f7-b3ef-06eca6484796","True","datetime","BiomedicalConceptProperty","True","AESTDTC","BiomedicalConceptProperty_22","AESTDTC"
"b0b20ef7-5afb-492b-ba50-948fc0b84831","True","datetime","BiomedicalConceptProperty","True","AEENDTC","BiomedicalConceptProperty_23","AEENDTC"
"d30713d9-dcb5-4651-be4d-7ecb8df337de","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_24","VSTESTCD"
"c9f8e27a-419d-4879-acf9-6a15e81211d9","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_25","VSORRES"
"82a2b9c6-96a1-409a-877a-66b8ee3b0e36","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_26","VSORRESU"
"8b235049-9210-4e86-bed6-d3e86fa9f960","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_27","VSPOS"
"855fdcdd-aa27-4d3b-bc6f-241aa072c219","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_28","VSLOC"
"b05bc89e-2f05-4fbe-9d0d-e7df4d0f4324","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_29","VSLAT"
"1eda28b8-ff53-4fd3-a84f-a762b8097eb0","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_30","VSTESTCD"
"4a80cfb3-11ea-46b2-b682-08813e6c7e40","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_31","VSORRES"
"f5e3ea17-beda-4884-9ea6-de396cf21c59","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_32","VSORRESU"
"683fc076-4b34-44be-9f51-04dfad8f861f","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_33","VSPOS"
"4b9a5860-501a-41a7-b3d9-d064cff46bf5","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_34","VSLOC"
"5ffa5537-5380-4aa8-a8c5-dcbbfac55377","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_35","VSLAT"
"48c45fd0-f8c4-4d6d-add2-c4daa3585310","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_36","VSTESTCD"
"84df68e0-3d5d-4f22-bc8a-e96b70a07ce9","True","float","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_37","VSORRES"
"5a2a3781-1ec4-4908-9d18-51b55aae71b1","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_38","VSORRESU"
"4df059c1-b419-4389-a0d6-5c4a33506210","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_39","VSLOC"
"c4f480b3-71ac-4bca-881f-278be80297f1","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_40","VSTESTCD"
"47c9c96b-72af-460d-b640-00274a397e1b","True","float","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_41","VSORRES"
"d46109a6-6e36-44e1-b330-e795a8063232","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_42","VSORRESU"
"7b7a4a64-b782-4237-9aa0-fb2f295be66a","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_43","VSTESTCD"
"3565811f-f0c9-469b-870c-d07a74ef55ad","True","float","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_44","VSORRES"
"83c81004-7f74-45db-8450-66370f33fc09","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_45","VSORRESU"
"125e2e56-fa9a-48f5-bf69-2fb4b957957f","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_46","LBTESTCD"
"5c8e9fe5-63d1-42c8-8e61-f409a5b9a025","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_47","LBORRES"
"d078e2e6-0dc9-4900-9737-2fae6cc744c9","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_48","LBORRESU"
"e15b6748-e807-4cf6-aaef-d30a71a87d9a","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_49","LBSPEC"
"60c54640-cedd-4322-a561-54ccaea9c877","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_50","LBFAST"
"1f78e125-57f6-4393-a7ca-af2778d6b3cc","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_51","LBTESTCD"
"a1cd7266-1265-4b1b-a04c-ad53879c9e02","True","text","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_52","LBORRES"
"8e9cb9ba-e94c-4d0f-966d-0663b35416c8","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_53","LBSPEC"
"1fafd965-29ec-455c-818b-783dcf7b5026","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_54","LBFAST"
"0a463ff7-dde1-4722-a1ed-38f18e8ca1d7","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_55","LBTESTCD"
"b9519c00-4aa5-43b3-a07a-97ed97f4cf09","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_56","LBORRES"
"adfb16a4-921d-473b-aeed-cc759afbca86","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_57","LBORRESU"
"b49664ef-82f4-46a9-840e-cc8619503724","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_58","LBSPEC"
"8e6b57b5-6962-4369-ac8e-3c79074f76a7","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_59","LBFAST"
"e0b63077-4f40-4710-bc8a-0901f5f7a922","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_60","LBTESTCD"
"e1536844-dbfb-46ce-957d-4e921c1dc90a","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_61","LBORRES"
"6ea628e1-4fc0-4576-9ccf-f473f9bb82ec","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_62","LBORRESU"
"097deacf-52c4-4521-8624-a1b55814c3b0","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_63","LBSPEC"
"896dbb7a-e44b-4069-8ef1-c9fbbf90d78f","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_64","LBFAST"
"d5f34116-5e16-45cd-bed5-783dc1f86197","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_65","LBTESTCD"
"c20f8a3b-77e6-405a-aff3-0c02efd95c58","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_66","LBORRES"
"ae8c2ec9-232c-4f8d-aa04-cd7975571299","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_67","LBORRESU"
"646f8a9c-fcab-4d25-a831-0dd6e5f4bc5e","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_68","LBSPEC"
"2e691709-9a55-47e9-ae64-51319e31d8df","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_69","LBFAST"
"ec63caad-ada2-408e-9d21-74510c41fbe9","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_70","LBTESTCD"
"c06e24a8-071a-429a-b8ea-2417c4f4db0f","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_71","LBORRES"
"70214b44-76aa-4836-98f9-a7cb71271dbd","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_72","LBORRESU"
"c17c1177-1a03-4c4e-af15-c6d51382a9dc","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_73","LBSPEC"
"ecd81491-b25a-4515-95a7-2c7af7952ae6","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_74","LBFAST"
"930c6ef9-7df9-4abc-801d-8e5a993483b6","True","","BiomedicalConceptProperty","True","LBTESTCD","BiomedicalConceptProperty_75","LBTESTCD"
"0f8d2e05-fbac-492a-8e2b-ad8c23f08657","True","float","BiomedicalConceptProperty","True","LBORRES","BiomedicalConceptProperty_76","LBORRES"
"69be4642-523e-4c7c-851b-5da8b302a8a7","True","","BiomedicalConceptProperty","True","LBORRESU","BiomedicalConceptProperty_77","LBORRESU"
"ac8cfafa-30d5-4729-961d-b879d36c9f2d","True","","BiomedicalConceptProperty","True","LBSPEC","BiomedicalConceptProperty_78","LBSPEC"
"9f97bfad-9311-4698-9780-a4b75d5161bd","True","","BiomedicalConceptProperty","True","LBFAST","BiomedicalConceptProperty_79","LBFAST"
"6f35d1f0-cdf0-4336-8984-5c58f3c5f6a3","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_80","VSTESTCD"
"7ac069af-ba00-4883-8618-c7ad52e4228f","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_81","VSORRES"
"83684032-dc06-40ef-90c3-d4cb16dd00ef","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_82","VSORRESU"
"c9d41edc-ff93-4dfc-a239-712c234876e0","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_83","VSPOS"
"ca247523-c488-45d9-be4e-9a20af073c88","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_84","VSLOC"
"25231e4d-ee7f-43bf-966f-4ee4a6bf935d","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_85","VSLAT"
"82c91879-cb7f-4929-9318-1beebcf208e7","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_86","VSTESTCD"
"af0a4437-a13b-4233-af68-8f941bf9a2bd","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_87","VSORRES"
"74190834-0044-4682-a81b-c55650eb0098","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_88","VSORRESU"
"17b3b1d4-cd1b-4a8b-b2dc-5118d0f0a2ae","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_89","VSPOS"
"67da92c5-ffe6-4561-9bf8-00eabccfd5de","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_90","VSLOC"
"d5d12272-c597-462c-a586-2ea94d549132","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_91","VSLAT"
"ba35ce79-71ca-4cf3-94fe-737601c4d73a","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_92","VSTESTCD"
"c4e76316-857b-4c58-8bfb-f53b78fd19c5","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_93","VSORRES"
"1e0225c6-3199-4abb-8371-ebb190802c58","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_94","VSORRESU"
"1133ade2-fa04-4039-9393-247c28f2bad4","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_95","VSPOS"
"c8655b0b-6e11-4b71-9e16-ea10d7981924","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_96","VSLOC"
"ee1affff-d3cb-428d-b425-fbf4e1056f79","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_97","VSLAT"
"e5992351-0176-4ef3-aa71-679ca57d7b4f","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_98","VSTESTCD"
"6064cb57-6f0b-4e73-adc0-332e04867a6e","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_99","VSORRES"
"b820ea41-29c7-4f49-bc2a-4729e8d379e7","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_100","VSORRESU"
"95da0f63-5a14-4d23-808e-c7b9b8900f0d","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_101","VSPOS"
"e23e1dde-c8bf-4d87-a819-03dd3db6e523","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_102","VSLOC"
"d9e2a7d8-7182-47b2-ad7e-ad6281d50e8a","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_103","VSLAT"
"adcbc926-671e-4054-a03b-5570f1961e16","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_104","VSTESTCD"
"59b1be1c-16b0-42a5-b75e-7d3cefbff9c8","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_105","VSORRES"
"c93d2587-4f5e-4cab-a733-d5b2e2f567a1","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_106","VSORRESU"
"35736e75-6746-4d26-9cf0-8e39a06b84bf","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_107","VSPOS"
"53fbfc04-fb3a-4bc4-8f54-004bef608162","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_108","VSLOC"
"4b0125a0-0013-448d-a311-cf3292f458f3","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_109","VSLAT"
"f987800d-25df-4a81-89c8-92526ba94cb3","True","","BiomedicalConceptProperty","True","VSTESTCD","BiomedicalConceptProperty_110","VSTESTCD"
"f0473059-aa8e-4f28-b557-b42b373cd82b","True","integer","BiomedicalConceptProperty","True","VSORRES","BiomedicalConceptProperty_111","VSORRES"
"2b97c009-eca0-4db3-84dc-8beb4d441920","True","","BiomedicalConceptProperty","True","VSORRESU","BiomedicalConceptProperty_112","VSORRESU"
"193b0be5-ed6b-4867-a402-cce7b77bb670","True","","BiomedicalConceptProperty","True","VSPOS","BiomedicalConceptProperty_113","VSPOS"
"f3c7ddd3-638a-4f36-af11-76b9860d872f","True","","BiomedicalConceptProperty","True","VSLOC","BiomedicalConceptProperty_114","VSLOC"
"0e62d062-ec43-42e2-9c4a-540a7f7e5877","True","","BiomedicalConceptProperty","True","VSLAT","BiomedicalConceptProperty_115","VSLAT"
