"uuid:ID","id","instanceType"
"145ef123-2937-47af-8574-4f24c4e363e6","StudyCell_1","StudyCell"
"43083ca0-5363-45b8-b2f7-0637d2e03938","StudyCell_2","StudyCell"
"3743c58b-5dd9-4377-8e8e-260f4d5232a0","StudyCell_3","StudyCell"
"99ba6cdf-fc7d-486b-bb10-035982deb3b2","StudyCell_4","StudyCell"
"7f662537-91c9-47cf-9493-dbf5aede8570","StudyCell_5","StudyCell"
"c4d0fdcf-1deb-43c9-a3c3-efccfb2d3c8b","StudyCell_6","StudyCell"
"f671f026-984a-496b-bda0-a32506397746","StudyCell_7","StudyCell"
"01b5ff01-ede0-49d7-9892-936cc29353bc","StudyCell_8","StudyCell"
"0832567e-6572-40e5-a0ea-856e1e85f59f","StudyCell_9","StudyCell"
"530e26ef-49e8-450b-81ee-ca141a6a8cbf","StudyCell_10","StudyCell"
"53c7a9d5-0b4b-4600-9aaa-8601178bd8a5","StudyCell_11","StudyCell"
"95e62d2e-9b94-4379-948c-f10c40e4af62","StudyCell_12","StudyCell"
"dd2502af-131b-4447-8675-41964d446ef3","StudyCell_13","StudyCell"
"e5022c9f-af92-4f07-8411-d4dbf02d05a7","StudyCell_14","StudyCell"
"ea0b593f-0f11-40fc-848a-cc55da549ca3","StudyCell_15","StudyCell"
