"isRequired","datatype","id","instanceType","uuid:ID","isEnabled","label","name"
"True","","BiomedicalConceptProperty_139","BiomedicalConceptProperty","c98dacbe-8c45-4661-b3ec-4b23ed8deb41","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_140","BiomedicalConceptProperty","93a1157d-8187-495d-8955-8b061643ca99","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_141","BiomedicalConceptProperty","5fce3207-5517-492a-b68a-7836282f1422","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_142","BiomedicalConceptProperty","7c0c5d30-24ee-470c-bbb8-28f5f1273de6","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_143","BiomedicalConceptProperty","660a814d-f64a-4e33-ae9f-98a0d59e3841","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_144","BiomedicalConceptProperty","79243ed7-0d38-4e2a-83a5-9b5e09e9ff9a","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_145","BiomedicalConceptProperty","15b450bb-27ee-4f9f-8c77-ee8235adf061","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_146","BiomedicalConceptProperty","29b3cbc0-4e24-4f8d-995b-df16c7a52afd","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_147","BiomedicalConceptProperty","ce128451-11d1-4d39-aa7c-ef53e0a308f3","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_148","BiomedicalConceptProperty","c7b9156a-657f-49cf-928c-8f12ae04a16c","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_149","BiomedicalConceptProperty","733fc62a-c08e-4bf2-bdf8-99f13cea4fdb","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_150","BiomedicalConceptProperty","8708633d-47a8-45ce-857f-0bc84afbc45f","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_151","BiomedicalConceptProperty","624756ee-7d54-46b8-8373-c1a4da8c8efa","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_152","BiomedicalConceptProperty","ed217ca5-da0a-4c0d-b719-ac2c2754c649","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_153","BiomedicalConceptProperty","15ed0176-628c-4b31-8b02-32be950a16fe","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_154","BiomedicalConceptProperty","f89614f8-ef9b-459e-8260-1dff712956ea","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_155","BiomedicalConceptProperty","155aff6a-209d-43d8-b9f7-a54809c15bd5","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_156","BiomedicalConceptProperty","c5a29814-eaea-435d-9986-e9edd3a07d61","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_157","BiomedicalConceptProperty","f1b1b55a-53dd-44eb-82c2-389ac32f3b39","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_158","BiomedicalConceptProperty","b4bac94c-9257-4e74-8b0b-9b85b9f375f8","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_159","BiomedicalConceptProperty","6438402e-6847-4598-bf13-6fe252dff18d","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_160","BiomedicalConceptProperty","8159d7c8-8a90-473e-aae1-25d8a5ad2c5f","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_161","BiomedicalConceptProperty","9be7b196-ddb0-4bcd-a1ed-3d395eac9fff","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_162","BiomedicalConceptProperty","d66bc7d0-8bb0-4859-b94d-2876be3ff587","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_163","BiomedicalConceptProperty","7f5c495a-d1e7-459d-a0e1-ba7565eb7836","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_164","BiomedicalConceptProperty","9512800a-6022-463f-a91e-5c2ac8ac876d","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_165","BiomedicalConceptProperty","587c877a-94c1-4627-9796-80d59f5bc790","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_166","BiomedicalConceptProperty","f6548cdf-9db4-4e69-b383-8d986733172b","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_167","BiomedicalConceptProperty","1e8f5678-b214-435c-83c5-779643c3c032","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_168","BiomedicalConceptProperty","65976eaf-44dd-4f31-95b7-f57157d61d1e","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_169","BiomedicalConceptProperty","f0a952da-f910-4e47-a8ec-57b3412d009a","True","LBFAST","LBFAST"
"True","text","BiomedicalConceptProperty_1","BiomedicalConceptProperty","5a7b8ba2-415c-475b-96b8-4605b038f148","True","AETERM","AETERM"
"True","text","BiomedicalConceptProperty_2","BiomedicalConceptProperty","7bdaf408-c0c6-4bc3-a7a1-ea6b36bb47f0","True","AEDECOD","AEDECOD"
"True","text","BiomedicalConceptProperty_3","BiomedicalConceptProperty","e9ca7796-26f1-4404-9c28-2a041e41c8b9","True","AEPRESP","AEPRESP"
"True","text","BiomedicalConceptProperty_4","BiomedicalConceptProperty","bf6df84b-c965-49b9-93f0-8a83576869cc","True","AELOC","AELOC"
"True","text","BiomedicalConceptProperty_5","BiomedicalConceptProperty","076cf14f-5933-48f7-880d-934f8809867c","True","AESEV","AESEV"
"True","text","BiomedicalConceptProperty_6","BiomedicalConceptProperty","8b0a906a-ce7d-4f34-a0db-d5a80eb34e36","True","AESER","AESER"
"True","text","BiomedicalConceptProperty_7","BiomedicalConceptProperty","c5a4c94d-1123-4102-91b5-9b4da41db7ce","True","AEACN","AEACN"
"True","text","BiomedicalConceptProperty_8","BiomedicalConceptProperty","c5097fc0-d751-4d69-aef3-5f96a9ab1e02","True","AEACNOTH","AEACNOTH"
"True","text","BiomedicalConceptProperty_9","BiomedicalConceptProperty","ca16d0bd-941b-4741-9d8c-3eb2c829b458","True","AEREL","AEREL"
"True","text","BiomedicalConceptProperty_10","BiomedicalConceptProperty","1536f617-d39c-492c-bddb-a9b3daab3467","True","AERELNST","AERELNST"
"True","text","BiomedicalConceptProperty_11","BiomedicalConceptProperty","0b529c04-f21b-4cc2-9d38-e9a4aece0f55","True","AEPATT","AEPATT"
"True","text","BiomedicalConceptProperty_12","BiomedicalConceptProperty","6435cbdb-4e22-4467-af42-b9641e1955d0","True","AEOUT","AEOUT"
"True","text","BiomedicalConceptProperty_13","BiomedicalConceptProperty","527741df-f0d6-4b8c-8f57-2f5369d88d86","True","AESCAN","AESCAN"
"True","text","BiomedicalConceptProperty_14","BiomedicalConceptProperty","5087e925-577c-4bad-976c-316286f11119","True","AESCONG","AESCONG"
"True","text","BiomedicalConceptProperty_15","BiomedicalConceptProperty","33b25f28-4ae9-4e7c-88ef-9eefb14c7bbc","True","AESDISAB","AESDISAB"
"True","text","BiomedicalConceptProperty_16","BiomedicalConceptProperty","b87ffea2-0625-49ee-9bd0-eca35c320e0c","True","AESDTH","AESDTH"
"True","text","BiomedicalConceptProperty_17","BiomedicalConceptProperty","802c096c-5168-4e90-9009-bbf70f894b16","True","AESHOSP","AESHOSP"
"True","text","BiomedicalConceptProperty_18","BiomedicalConceptProperty","f04080f7-b882-4e01-83c9-cb7136e58fd5","True","AESLIFE","AESLIFE"
"True","text","BiomedicalConceptProperty_19","BiomedicalConceptProperty","fe095717-8c4f-4246-9c41-1d996cbb96f1","True","AESOD","AESOD"
"True","text","BiomedicalConceptProperty_20","BiomedicalConceptProperty","ff14749b-4402-4159-bc62-89d73fd27157","True","AESMIE","AESMIE"
"True","text","BiomedicalConceptProperty_21","BiomedicalConceptProperty","499333bc-7591-482f-ae91-f236f459ff7d","True","AECONTRT","AECONTRT"
"True","datetime","BiomedicalConceptProperty_22","BiomedicalConceptProperty","5ff64b35-3f89-40fd-ab0c-8daeb0157606","True","AESTDTC","AESTDTC"
"True","datetime","BiomedicalConceptProperty_23","BiomedicalConceptProperty","c9a01bae-61e5-4a6c-8b38-46881aa8b1a0","True","AEENDTC","AEENDTC"
"True","","BiomedicalConceptProperty_24","BiomedicalConceptProperty","4e262f31-d104-4e46-8af1-b29b3e4c9477","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_25","BiomedicalConceptProperty","c0cfc2c8-6d47-41f1-9fae-a034cdbc769d","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_26","BiomedicalConceptProperty","e32e2c9f-9405-4fc2-9569-d1a58157451c","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_27","BiomedicalConceptProperty","a1281686-5897-45cb-91cb-d423ec96080f","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_28","BiomedicalConceptProperty","8e1dca31-16a2-4d29-8dd1-894594c65f3a","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_29","BiomedicalConceptProperty","c73d7e69-fe56-4f23-9903-5ad2ba8abe1f","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_30","BiomedicalConceptProperty","b93eb70d-31c9-4ed9-92d0-4b455540ffbf","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_31","BiomedicalConceptProperty","b8e33252-2370-41b5-8d69-cfb378fb49a2","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_32","BiomedicalConceptProperty","c5b95c4b-e7a8-42be-ac22-8c0e83832562","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_33","BiomedicalConceptProperty","c9167f02-0bdf-4b80-89d7-d016a71ed618","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_34","BiomedicalConceptProperty","3bbc308b-3be2-4ec6-aff1-2a20afd1fa3a","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_35","BiomedicalConceptProperty","82d2124e-3b3e-4044-ab86-c9bef8d28e69","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_36","BiomedicalConceptProperty","dfb07657-a88c-4262-b413-44d77fff4dad","True","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_37","BiomedicalConceptProperty","6cf812cd-d63e-41fc-b74f-d6f3ec002f8e","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_38","BiomedicalConceptProperty","84ad0e8e-6f61-4250-876a-70ffb2050170","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_39","BiomedicalConceptProperty","0e5bc8eb-89c8-4603-a08a-79412874e12c","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_40","BiomedicalConceptProperty","25c7daec-6875-4c96-a70b-0c57f2c7f25c","True","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_41","BiomedicalConceptProperty","c6fbfeb8-deed-4605-993e-1f454a9cafee","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_42","BiomedicalConceptProperty","affabfe1-01a8-432f-af5d-15fd9ea201fe","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_43","BiomedicalConceptProperty","1fe55894-c40f-49d0-ace9-34e052faba82","True","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_44","BiomedicalConceptProperty","5251e321-27a5-434d-9d86-58e08defd2e8","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_45","BiomedicalConceptProperty","c00d97a5-d781-43d5-9435-d95fe1647864","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_46","BiomedicalConceptProperty","75e46205-ca67-484d-b86c-a94af075cc58","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_47","BiomedicalConceptProperty","a9305550-a8cf-4706-bbd2-ed79288ecfb6","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_48","BiomedicalConceptProperty","11a65953-f0d1-404b-9f09-50e2522516d6","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_49","BiomedicalConceptProperty","8602e4fe-e1ab-40ff-8f45-87e4a7668387","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_50","BiomedicalConceptProperty","54cb3e63-a9bf-44cd-a932-25fbdaa650c1","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_51","BiomedicalConceptProperty","e45ebd64-7e15-4f1a-8fb0-bfaa6e8c9e35","True","LBTESTCD","LBTESTCD"
"True","text","BiomedicalConceptProperty_52","BiomedicalConceptProperty","35524bf1-d43b-4816-a724-5e40f779645e","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_53","BiomedicalConceptProperty","91153d88-434c-4044-bd2b-04d73f67556e","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_54","BiomedicalConceptProperty","4b5faa2c-6cfa-4978-aa7d-010cc367d553","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_55","BiomedicalConceptProperty","653a07ed-ebfa-4643-9a87-63f1fe9eba71","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_56","BiomedicalConceptProperty","c681066b-5d43-4796-bd0c-baf641597828","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_57","BiomedicalConceptProperty","47be8070-0512-4abb-a7eb-4268a485cf52","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_58","BiomedicalConceptProperty","efc06216-7df4-41be-a7d1-5fd91a55881c","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_59","BiomedicalConceptProperty","d1787e66-1256-41eb-ace6-16cac5896e3e","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_60","BiomedicalConceptProperty","06b7a190-a196-4a7d-8058-4348b82332cb","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_61","BiomedicalConceptProperty","1f4b17ba-7948-4308-9d6a-c6c3ed59a222","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_62","BiomedicalConceptProperty","53a54a0d-1c72-4c97-b736-ef1f585b09e4","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_63","BiomedicalConceptProperty","ed4bc71e-e223-4ca5-b626-d767626060d7","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_64","BiomedicalConceptProperty","a1bfa0d7-494e-47e0-b3da-c4aeadffb41e","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_65","BiomedicalConceptProperty","bfb2e918-28ca-4099-82e6-59654d5daa2f","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_66","BiomedicalConceptProperty","05bcb516-5ef6-44da-97d3-24b39f8bce54","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_67","BiomedicalConceptProperty","aef3e43e-e550-4c1c-8993-ef5446ab5a1b","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_68","BiomedicalConceptProperty","07fbdab0-919b-4985-9148-9073915b95d0","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_69","BiomedicalConceptProperty","fc5052a9-b6df-45ff-b7c8-a42126e07071","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_70","BiomedicalConceptProperty","378c4c1f-3497-4184-8e7c-0f05dfe74c41","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_71","BiomedicalConceptProperty","0dfe951e-2e95-4950-811a-d7e334d63daa","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_72","BiomedicalConceptProperty","4f008fad-f825-4ec2-a019-cce3030e7343","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_73","BiomedicalConceptProperty","57273012-7e5f-4b82-a79b-41f4f5945fee","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_74","BiomedicalConceptProperty","49c0fe19-049f-4bbd-abcb-994f81d27751","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_75","BiomedicalConceptProperty","812df12c-978f-49fb-8e74-4626413ee2c5","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_76","BiomedicalConceptProperty","ab998a72-1b38-4b11-a9a7-1dc9ec5f0e2a","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_77","BiomedicalConceptProperty","cfbc92d9-9de2-4bb9-b550-d32981dfe736","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_78","BiomedicalConceptProperty","9e08ac44-7cf3-4e61-a6a8-d6fec85c7ed0","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_79","BiomedicalConceptProperty","8f90bbba-c386-48d2-971c-7545bdb3e8d9","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_80","BiomedicalConceptProperty","668bfe8e-6709-47dc-bdc1-060e9fcfac38","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_81","BiomedicalConceptProperty","64fa40a5-48c9-4343-9abf-837998f25e9e","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_82","BiomedicalConceptProperty","cf103262-8794-43de-8ed2-d6d5f4a565af","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_83","BiomedicalConceptProperty","9850e967-e235-41b9-9a9f-d75ed8276307","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_84","BiomedicalConceptProperty","98b9384d-06ce-4f61-9334-34168169d002","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_85","BiomedicalConceptProperty","507f400d-dafa-448a-bb32-9102e9708f07","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_86","BiomedicalConceptProperty","79d32f4d-8c50-435a-874e-66078c9be949","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_87","BiomedicalConceptProperty","ab585889-4b8f-4b31-9880-4ce09b6a273f","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_88","BiomedicalConceptProperty","a974929c-9c0b-49e8-9836-1ffa30189649","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_89","BiomedicalConceptProperty","08f51559-e843-403a-a076-5410f5800c2e","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_90","BiomedicalConceptProperty","b615675a-cc50-45b3-b67a-df03843c61a3","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_91","BiomedicalConceptProperty","aa851551-d187-4a65-994d-648589b6e800","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_92","BiomedicalConceptProperty","6596fb85-cd03-40c3-a036-96eadede34e4","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_93","BiomedicalConceptProperty","379f53bb-dff5-4364-b067-a7c5060718df","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_94","BiomedicalConceptProperty","a7f109c3-a274-4805-b220-82b4ca6e1145","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_95","BiomedicalConceptProperty","bac4cecc-9da0-4245-8c8e-9c9b73c3293e","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_96","BiomedicalConceptProperty","e6191bb7-ea49-46a5-8126-28cb1c2387d2","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_97","BiomedicalConceptProperty","0ea43bc6-c9a5-4863-aff9-a2e3310b5965","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_98","BiomedicalConceptProperty","7f80785a-f533-41a8-9a2e-629be881ef55","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_99","BiomedicalConceptProperty","cfe7c565-110e-4496-a992-81b575fa1849","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_100","BiomedicalConceptProperty","36005a75-737d-4266-9609-77938be50147","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_101","BiomedicalConceptProperty","cac3a196-3fc5-444d-9c28-6eb7225365ff","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_102","BiomedicalConceptProperty","d2c6fd36-e825-485f-993e-69ff6307ec09","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_103","BiomedicalConceptProperty","2ee63673-f9a9-4626-b5b2-ffe24dfd9b2b","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_104","BiomedicalConceptProperty","9f864d35-3fa4-4a7a-8769-3db81b84fc45","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_105","BiomedicalConceptProperty","f15cfd86-a129-44c6-8276-8b819c781088","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_106","BiomedicalConceptProperty","4eb1c8ae-4ae4-47e3-87c8-3058c5782225","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_107","BiomedicalConceptProperty","233a24ae-f28b-477c-811d-12ddb282c8d4","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_108","BiomedicalConceptProperty","376bf2f6-5434-46ef-8dde-da207f5d1515","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_109","BiomedicalConceptProperty","8564bf3f-b0c2-4d49-8bff-b3f33a54d528","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_110","BiomedicalConceptProperty","4b3bcd6e-22ec-4021-b9fe-49198159795e","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_111","BiomedicalConceptProperty","d5b4d07d-5200-4a04-978c-8b6352cdcb9f","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_112","BiomedicalConceptProperty","574024e9-3d88-4a10-8163-81aefdd3c76e","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_113","BiomedicalConceptProperty","5924628e-8747-4899-8531-4b0292f435c2","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_114","BiomedicalConceptProperty","cb975dea-4faf-4b10-9a4b-57186b6c7b20","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_115","BiomedicalConceptProperty","fc8c07c3-ad08-4bbf-a9fe-b67d972ca9fe","True","VSLAT","VSLAT"
