"uuid:ID","instanceType","otherReason","id"
"0fc2d85e-4acf-404f-8af1-33864bd9cb59","StudyAmendmentReason","","StudyAmendmentReason_1"
"8b5d3c86-bc6c-4949-b3c4-41e577c341c0","StudyAmendmentReason","Fix typographical errors","StudyAmendmentReason_2"
