"uuid:ID","isApproximate","minValue","id","maxValue","instanceType"
"95cc7048-66be-440a-98ff-3951f9d592f4","False","300.0","Range_2","300.0","Range"
"7f3fcd18-38f7-4a09-b465-67313598daba","False","300.0","Range_1","300.0","Range"
"8281d2e4-558e-4a6c-ad4d-46ad4195cf72","False","50.0","Range_3","100.0","Range"
