"label","uuid:ID","text","id","name","description"
"","d37e18c5-ff4d-477c-9d91-525f589bec5d","ITT","AnalysisPopulation_1","AP_1",""
"","b8c758ae-67e9-4040-b893-8f24119d7067","ITT","AnalysisPopulation_2","AP_4",""
