"instanceType","maxValue","isApproximate","minValue","uuid:ID","id"
"Range","300.0","False","300.0","ef8e0ae1-8cec-4752-9c68-e9b3ef3c62b7","Range_2"
"Range","300.0","False","300.0","ba2652f7-3b96-497e-b932-6d1c9a1019c1","Range_1"
"Range","100.0","False","50.0","da35b8d9-8aec-4774-bf7d-3bd2cd58f3c7","Range_3"
