"instanceType","name","isEnabled","label","uuid:ID","isRequired","id","datatype"
"BiomedicalConceptProperty","AESDISAB","True","AESDISAB","950b9b37-e3f7-41f2-aa4a-e155d9a719aa","True","BiomedicalConceptProperty_15","text"
"BiomedicalConceptProperty","AESDTH","True","AESDTH","ca2797d8-5905-436e-9e86-db59f5aa7c4a","True","BiomedicalConceptProperty_16","text"
"BiomedicalConceptProperty","AESHOSP","True","AESHOSP","2eeb4038-d622-4654-bfc3-a22e179f2058","True","BiomedicalConceptProperty_17","text"
"BiomedicalConceptProperty","AESLIFE","True","AESLIFE","5117177c-6396-4c1a-8516-4768f06add5a","True","BiomedicalConceptProperty_18","text"
"BiomedicalConceptProperty","AESOD","True","AESOD","f70db35e-9a98-412c-8285-15a6a888abf7","True","BiomedicalConceptProperty_19","text"
"BiomedicalConceptProperty","AESMIE","True","AESMIE","a1d24e3f-c75a-46eb-bde3-6be6aed96a1a","True","BiomedicalConceptProperty_20","text"
"BiomedicalConceptProperty","AECONTRT","True","AECONTRT","62af126d-b0a1-4323-87cd-321eba434b3e","True","BiomedicalConceptProperty_21","text"
"BiomedicalConceptProperty","AESTDTC","True","AESTDTC","59ce4d15-710d-4bde-8ed9-7e6470cc98dc","True","BiomedicalConceptProperty_22","datetime"
"BiomedicalConceptProperty","AEENDTC","True","AEENDTC","9488e71a-f395-4c29-9bf9-baf468dba3b8","True","BiomedicalConceptProperty_23","datetime"
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","4388d684-8e30-46c8-9e21-6af686271ce9","True","BiomedicalConceptProperty_24",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","24fa284d-f08c-402c-90e2-87826fe49a86","True","BiomedicalConceptProperty_25","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","87095c76-638e-4650-ba7e-a527226faaed","True","BiomedicalConceptProperty_26",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","79cf91e7-31af-44f3-bb81-7de84d089b07","True","BiomedicalConceptProperty_27",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","4bb69e50-53a1-450f-8fe1-cdb58653fe62","True","BiomedicalConceptProperty_28",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","47e80a04-b3a0-42ef-b83f-aa5b9cc62d05","True","BiomedicalConceptProperty_29",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","e09868ae-ec1e-42e0-9989-af8a82f60cf4","True","BiomedicalConceptProperty_30",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","e0d8f318-a68a-4397-b852-47f35bb7c732","True","BiomedicalConceptProperty_31","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","13d42119-722f-45b1-87b0-9d24c6e2c509","True","BiomedicalConceptProperty_32",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","b3854758-7ba7-45f7-b3c1-5bf1018666c9","True","BiomedicalConceptProperty_33",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","086a375f-000e-4fd9-8846-c6455a8474df","True","BiomedicalConceptProperty_34",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","f68e6821-0579-49c2-b50d-5d3ebac41a0e","True","BiomedicalConceptProperty_35",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","790a1ef9-5df2-4108-b96e-cf64f63149c8","True","BiomedicalConceptProperty_36",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","a12c725d-7e46-4be9-90ce-f2354d4fb7d0","True","BiomedicalConceptProperty_37","float"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","20c1fcaf-02b4-449b-b0b2-b4409b5c27bb","True","BiomedicalConceptProperty_38",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","e1849fe7-db88-41eb-84f7-4fbf848185ee","True","BiomedicalConceptProperty_39",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","10291286-9911-457a-8310-6a63e6167bbb","True","BiomedicalConceptProperty_40",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","1d62e011-2c41-46d7-9ac7-ce8fee20c627","True","BiomedicalConceptProperty_41","float"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","0267eea4-abec-46bb-9d08-a388d88ef011","True","BiomedicalConceptProperty_42",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","e5128d73-daf0-4158-b60e-a317e44f2939","True","BiomedicalConceptProperty_43",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","ed4072ad-8821-4c34-b60a-2947fe236d8f","True","BiomedicalConceptProperty_44","float"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","32630913-2e73-4396-8ba3-8c96c607b59d","True","BiomedicalConceptProperty_45",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","761d79da-ef0c-4a87-9c01-f5d7bef95fb8","True","BiomedicalConceptProperty_46",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","43ee8b58-f89f-4366-bc86-dad9b66b434d","True","BiomedicalConceptProperty_47","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","35a9abf4-f55a-43d4-b44d-09a0e22754fd","True","BiomedicalConceptProperty_48",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","1a71b069-b14f-47ed-b0e2-b49a7abeac2c","True","BiomedicalConceptProperty_49",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","e80f1e44-a661-40a9-b2a8-520635185231","True","BiomedicalConceptProperty_50",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","65fc95d8-b248-46db-b7c1-ec984a0514bc","True","BiomedicalConceptProperty_51",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","f9b336fc-ecd8-4e30-b7c6-ef406aab1724","True","BiomedicalConceptProperty_52","text"
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","d0f9b5ab-05e8-4eda-88ed-14f9f56ac24c","True","BiomedicalConceptProperty_53",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","47357790-c212-4efc-a0af-5d05262c87b3","True","BiomedicalConceptProperty_54",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","70f23f83-f9e0-4c38-a61f-f6a94185cc25","True","BiomedicalConceptProperty_55",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","d2f89331-08ab-4d75-900a-b2a9fbc8d459","True","BiomedicalConceptProperty_56","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","117837ce-9538-475b-8f4b-cb87a941608b","True","BiomedicalConceptProperty_57",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","c7ce9d80-51d4-442b-a065-5a27e2deb766","True","BiomedicalConceptProperty_58",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","d9586f06-38de-4764-8c2e-7eed94584c78","True","BiomedicalConceptProperty_59",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","9c1e1b9d-0d8e-485c-8106-065568e7008d","True","BiomedicalConceptProperty_60",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","6ae65feb-39f8-48cc-9a06-a0c996998bb3","True","BiomedicalConceptProperty_61","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","347b7851-84b3-44af-b513-a3cfccefe5fc","True","BiomedicalConceptProperty_62",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","ecc24df3-0a4a-4823-8803-3bb1727ca9d5","True","BiomedicalConceptProperty_63",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","fc247ebe-d770-4048-a445-e46117e86d39","True","BiomedicalConceptProperty_64",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","9074a853-da44-4b00-9710-3dc4fe6f817e","True","BiomedicalConceptProperty_65",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","ecb2c5f7-7426-4e77-b097-58f95fcf8352","True","BiomedicalConceptProperty_66","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","ed319d81-1d48-430d-be33-57f864dd29ac","True","BiomedicalConceptProperty_67",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","342590dd-b412-44b1-a1e4-37507ea408f6","True","BiomedicalConceptProperty_68",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","d62af078-ff52-45dc-8834-a059578e988e","True","BiomedicalConceptProperty_69",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","2eb0dfcb-63c3-498e-ba3f-fed2b05b8014","True","BiomedicalConceptProperty_70",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","a418ec8c-442a-4eb0-a24c-938265921ca5","True","BiomedicalConceptProperty_71","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","02b3e476-cac2-45f9-892c-efd046aecd14","True","BiomedicalConceptProperty_72",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","9db77deb-c5b0-47b7-9507-cd304fa65d43","True","BiomedicalConceptProperty_73",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","7be2fa6c-de57-4bac-979e-201a63cac09a","True","BiomedicalConceptProperty_74",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","18945540-345c-4b48-a681-01982c00bbd2","True","BiomedicalConceptProperty_75",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","cbb36d40-7dde-428e-adfa-1a330e3ff304","True","BiomedicalConceptProperty_76","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","a3cb201c-5d7c-498d-8ba3-6dcb8833ee6c","True","BiomedicalConceptProperty_77",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","034e191d-0c53-410b-87f9-f8d2fc7e3aff","True","BiomedicalConceptProperty_78",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","970eafb9-218e-4e2c-9abf-8269e0e32612","True","BiomedicalConceptProperty_79",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","17bf3465-31ec-4761-940a-fb2823850ab6","True","BiomedicalConceptProperty_80",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","8cb5ab94-e74e-4ae7-9ddc-abceb275fed6","True","BiomedicalConceptProperty_81","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","dcc833f5-b76a-463f-86f4-4eafbfce0bac","True","BiomedicalConceptProperty_82",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","f4566d77-dee9-47cf-8713-fa1fd7149dbf","True","BiomedicalConceptProperty_83",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","e74b0a5c-d123-415e-8b4f-e350cae34649","True","BiomedicalConceptProperty_84",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","3ebaeb5f-f160-45bd-a2fa-8a451a49974b","True","BiomedicalConceptProperty_85",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","1c334810-4e01-4ccf-916c-03e551f49d10","True","BiomedicalConceptProperty_86",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","4d918e12-a2a6-4210-bd37-a2f216c8e61f","True","BiomedicalConceptProperty_87","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","66accf9d-d703-4fb8-9288-14e637094a75","True","BiomedicalConceptProperty_88",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","46911e30-1ac1-489f-a286-14419b0e06f3","True","BiomedicalConceptProperty_89",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","0298ccf6-0466-4ea3-8d40-6bb6077c9a43","True","BiomedicalConceptProperty_90",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","42e15c93-9aee-4b92-990e-6663ea51be93","True","BiomedicalConceptProperty_91",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","22bcd9a3-f46d-424b-bf2b-58cd3df45956","True","BiomedicalConceptProperty_92",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","eabcaa0c-f2b4-4cf9-b868-61d70519b0be","True","BiomedicalConceptProperty_93","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","c20b8e3a-c894-4ad0-bf89-862c41d59af9","True","BiomedicalConceptProperty_94",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","2caa5ebc-f9e2-4325-bb0a-60503f691bf6","True","BiomedicalConceptProperty_95",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","2c840127-56cd-45c1-9b4d-e49859f8b524","True","BiomedicalConceptProperty_96",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","8d282796-e4f9-4ace-a49d-7cb5a33c197e","True","BiomedicalConceptProperty_97",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","6f94c1a4-ff88-4a72-bb36-d1621705301a","True","BiomedicalConceptProperty_98",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","a4c23023-ab46-470a-8c09-34c325899eae","True","BiomedicalConceptProperty_99","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","3a7191e5-3e15-4f6f-89eb-a01ff7eacb72","True","BiomedicalConceptProperty_100",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","4d9fb7a1-3723-4253-90e5-7dba3613272d","True","BiomedicalConceptProperty_101",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","54ebada5-af61-4e7b-846b-2da263e35d5c","True","BiomedicalConceptProperty_102",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","d5d6b920-3baf-454f-96b0-e3ad7b6f22ad","True","BiomedicalConceptProperty_103",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","30a5386c-17c5-4ea2-975a-3c0f7a2b4a54","True","BiomedicalConceptProperty_104",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","e06427bd-7cee-45a7-9bef-7e9c9c9a5b21","True","BiomedicalConceptProperty_105","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","d5a5da46-6d74-4221-86b9-a233a0644509","True","BiomedicalConceptProperty_106",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","f6627940-b057-458e-a8e5-9b814edae398","True","BiomedicalConceptProperty_107",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","02ec2045-2cd4-4a50-bd15-884881b216d3","True","BiomedicalConceptProperty_108",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","48d31b1d-0b11-45f0-bfe2-23ba8d075429","True","BiomedicalConceptProperty_109",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","922dd9b2-0cfc-4dc9-b8be-7775f58ea46f","True","BiomedicalConceptProperty_110",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","6207b75d-3001-4f1f-b5a8-049b79ae13f5","True","BiomedicalConceptProperty_111","integer"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","264259eb-e22e-4acb-97d4-208c14999de4","True","BiomedicalConceptProperty_112",""
"BiomedicalConceptProperty","VSPOS","True","VSPOS","de19025e-e5f5-4714-ac66-97b9d8ac8dae","True","BiomedicalConceptProperty_113",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","889b9787-4fa2-4582-b276-86bb45e8800a","True","BiomedicalConceptProperty_114",""
"BiomedicalConceptProperty","VSLAT","True","VSLAT","49017c4c-66fc-4dfd-b370-5434def0b1f4","True","BiomedicalConceptProperty_115",""
