"instanceType","name","isEnabled","label","uuid:ID","isRequired","id","datatype"
"BiomedicalConceptProperty","DSDECOD","True","DSDECOD","acecbe57-dc13-432a-bb08-d2869de6333d","True","BiomedicalConceptProperty_116","text"
"BiomedicalConceptProperty","DSTERM","True","DSTERM","d6524cd7-6352-494f-b6ec-089844d0882c","True","BiomedicalConceptProperty_117","text"
"BiomedicalConceptProperty","DSSTDTC","True","DSSTDTC","f19f7917-cc68-4ebc-9115-23e1939d4408","True","BiomedicalConceptProperty_118","datetime"
"BiomedicalConceptProperty","Sex","True","Sex","a4c40c62-b0b7-4145-a4ea-3454106fe952","True","BiomedicalConceptProperty_119","string"
"BiomedicalConceptProperty","Race","True","Race","79e7153d-5a3e-47ec-8412-7d38a7c7c911","True","BiomedicalConceptProperty_120","string"
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","71a99eaa-1e12-4f81-97e8-4901dfd8ce7d","True","BiomedicalConceptProperty_121",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","05f5d1d5-1e1b-49fd-9222-a8f6c7fa9825","True","BiomedicalConceptProperty_122","float"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","bc4d6acf-bd44-444e-acf4-05abe48b7a38","True","BiomedicalConceptProperty_123",""
"BiomedicalConceptProperty","VSLOC","True","VSLOC","dfd8e2f1-874c-4e38-8374-28de6ea411d9","True","BiomedicalConceptProperty_124",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","bc893836-b397-483e-a2d6-a2d93628be26","True","BiomedicalConceptProperty_125",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","5ecec674-86fc-4939-95af-a966f8a8eda2","True","BiomedicalConceptProperty_126","float"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","dbed9ad9-1506-4834-a517-f340414b83a6","True","BiomedicalConceptProperty_127",""
"BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","29dd2e0a-8404-43de-8206-f2f52b3cf333","True","BiomedicalConceptProperty_128",""
"BiomedicalConceptProperty","VSORRES","True","VSORRES","f0f070b0-cf33-47e5-8fe1-7c5a530f64ee","True","BiomedicalConceptProperty_129","float"
"BiomedicalConceptProperty","VSORRESU","True","VSORRESU","0f25d1c6-d110-45f0-933c-c3eb4064209b","True","BiomedicalConceptProperty_130",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","f30e1de1-b603-425c-b71b-d6eed656c472","True","BiomedicalConceptProperty_131",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","811b4a64-13f9-4a00-8b63-ca3f336e9141","True","BiomedicalConceptProperty_132","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","e08e4005-82b8-49bf-9354-91c6597bfb74","True","BiomedicalConceptProperty_133",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","1f28accd-7033-4f77-b927-58aa2b39e137","True","BiomedicalConceptProperty_134",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","baae7ae2-df6c-4f38-b892-d792ec27f215","True","BiomedicalConceptProperty_135",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","54cbb35d-6835-4cb6-ad84-d17403aa645e","True","BiomedicalConceptProperty_136",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","f9df6cef-cebd-444a-a28d-46ae6518f8c1","True","BiomedicalConceptProperty_137","text"
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","57ca6e86-e50a-4e94-9001-facc031d56e4","True","BiomedicalConceptProperty_138",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","b2b67473-e697-4d6e-95d8-c8dad2f5e9f4","True","BiomedicalConceptProperty_139",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","b1112f23-9ba1-4069-8654-84f958720cda","True","BiomedicalConceptProperty_140",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","d3ecdfaa-4505-44cf-8215-e6677d66c6c0","True","BiomedicalConceptProperty_141","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","b8041b51-00ae-4534-aebf-638233c6eb3c","True","BiomedicalConceptProperty_142",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","87516b51-483e-422e-a030-198236c611e1","True","BiomedicalConceptProperty_143",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","1f304930-763c-46ee-b891-380eb24c7d57","True","BiomedicalConceptProperty_144",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","6c28f1fb-17d3-4f8c-8d30-64ce2d530e24","True","BiomedicalConceptProperty_145",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","5b1b45cd-b28e-4f6f-be6b-6a950837a1ca","True","BiomedicalConceptProperty_146","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","96198d74-2209-4664-bfce-33304a359349","True","BiomedicalConceptProperty_147",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","b86e26a0-17fa-4b45-8aa4-3e1ed9a42f38","True","BiomedicalConceptProperty_148",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","5f45bd3c-8ae2-488b-a065-5065efab57bf","True","BiomedicalConceptProperty_149",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","b5ae8f4c-8447-4634-ae96-4fc0e4d9e8e9","True","BiomedicalConceptProperty_150",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","ab5abb33-399d-444c-997d-6df294c48899","True","BiomedicalConceptProperty_151","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","8c1200f7-2a09-4336-8c99-f4be1af651e5","True","BiomedicalConceptProperty_152",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","68a077ca-b818-440f-bb06-452544ab2bf4","True","BiomedicalConceptProperty_153",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","6720a314-741a-4617-9ba7-b75d13ee779e","True","BiomedicalConceptProperty_154",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","9982618c-1c2c-4196-ab6a-6ab0747b56e5","True","BiomedicalConceptProperty_155",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","32fcf483-803f-4fcf-94cf-284c602121a0","True","BiomedicalConceptProperty_156","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","aacce3af-73ae-4772-98d7-7cfe1ee64dbf","True","BiomedicalConceptProperty_157",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","037034eb-6ba8-4ab5-babc-4e2a7fd4ad6e","True","BiomedicalConceptProperty_158",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","3a35ae9d-88c1-48fb-b070-1a59e7b154d4","True","BiomedicalConceptProperty_159",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","63234c95-349a-4a5e-810f-d41a48db90d2","True","BiomedicalConceptProperty_160",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","bcc2dc3c-7647-49d9-a580-683e56f86ea7","True","BiomedicalConceptProperty_161","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","529d8c25-5f18-470e-abec-b96bd01d088a","True","BiomedicalConceptProperty_162",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","1f5e754b-7010-4bdf-b97b-17d34daf7abc","True","BiomedicalConceptProperty_163",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","d9efb888-a936-4d10-bb78-d1622f4c0e19","True","BiomedicalConceptProperty_164",""
"BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","9f5e0fea-6170-444a-b755-10231bf2eca5","True","BiomedicalConceptProperty_165",""
"BiomedicalConceptProperty","LBORRES","True","LBORRES","127f6912-40bc-44f7-b08f-c2b5eb039f66","True","BiomedicalConceptProperty_166","float"
"BiomedicalConceptProperty","LBORRESU","True","LBORRESU","b5090da9-9f83-4892-97d8-25973088d20c","True","BiomedicalConceptProperty_167",""
"BiomedicalConceptProperty","LBSPEC","True","LBSPEC","8bfe2507-4457-432a-aca5-78a14329cd63","True","BiomedicalConceptProperty_168",""
"BiomedicalConceptProperty","LBFAST","True","LBFAST","4f0e9d49-e5a6-4a19-8abf-6b9690fe4857","True","BiomedicalConceptProperty_169",""
"BiomedicalConceptProperty","AETERM","True","AETERM","b825f424-7bdf-4529-b87a-b880080e05cb","True","BiomedicalConceptProperty_1","text"
"BiomedicalConceptProperty","AEDECOD","True","AEDECOD","bd4f457d-8c61-48ec-a74d-f5faf204abe6","True","BiomedicalConceptProperty_2","text"
"BiomedicalConceptProperty","AEPRESP","True","AEPRESP","b28c9ff2-37a2-43e1-bf43-1cc0c271704e","True","BiomedicalConceptProperty_3","text"
"BiomedicalConceptProperty","AELOC","True","AELOC","87819b38-2f87-49e3-b8f0-e5852c2890ce","True","BiomedicalConceptProperty_4","text"
"BiomedicalConceptProperty","AESEV","True","AESEV","759afef8-e226-4e48-9ff9-e4be1e23c2bc","True","BiomedicalConceptProperty_5","text"
"BiomedicalConceptProperty","AESER","True","AESER","4a095157-46d6-4118-951f-bcceecba4fcb","True","BiomedicalConceptProperty_6","text"
"BiomedicalConceptProperty","AEACN","True","AEACN","33bbcd25-e4d5-4561-aa3b-f95118ddf756","True","BiomedicalConceptProperty_7","text"
"BiomedicalConceptProperty","AEACNOTH","True","AEACNOTH","97ce3973-521f-4555-b69f-cb288484996e","True","BiomedicalConceptProperty_8","text"
"BiomedicalConceptProperty","AEREL","True","AEREL","c4f52c34-bbb5-40a1-a416-a1745bd517db","True","BiomedicalConceptProperty_9","text"
"BiomedicalConceptProperty","AERELNST","True","AERELNST","735a53a5-f117-4c82-af06-a73bfbeba07b","True","BiomedicalConceptProperty_10","text"
"BiomedicalConceptProperty","AEPATT","True","AEPATT","e8ed1dd4-ff73-4d0b-9efc-ec9d9b7289ea","True","BiomedicalConceptProperty_11","text"
"BiomedicalConceptProperty","AEOUT","True","AEOUT","63caac52-bd28-4c83-9ddc-4a7c50088342","True","BiomedicalConceptProperty_12","text"
"BiomedicalConceptProperty","AESCAN","True","AESCAN","d4f2a645-d4fc-4e0a-82bf-855d452ca9e5","True","BiomedicalConceptProperty_13","text"
"BiomedicalConceptProperty","AESCONG","True","AESCONG","9c004a53-2383-40c3-a813-0f0ccc8242d3","True","BiomedicalConceptProperty_14","text"
