"maxValue","minValue","id","instanceType","uuid:ID","isApproximate"
"300.0","300.0","Range_2","Range","b01eb111-5236-40c5-b1f7-7c77ae76baf5","False"
"300.0","300.0","Range_1","Range","5bf3e01f-fbc8-4e66-8e43-19629b5dcb31","False"
"100.0","50.0","Range_3","Range","a12b8061-51b8-4e37-867b-27e44018b843","False"
