"uuid:ID","state","district","id","line","city","postalCode","text"
"3f94985f-65ad-49ca-818a-cce98eb47f46","IN","-","Address_1","Lilly Corporate Ctr","Indianapolis","4628","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
