"uuid:ID","id"
"482b36a1-c6e9-47ef-bbef-4480cff9d016","StudyCell_1"
"9fb38f49-3219-40d1-900a-16ee588888d3","StudyCell_2"
"88598408-af70-4e05-bc7c-4f18404c4a2b","StudyCell_3"
"853e0022-52dc-497a-b48c-283218ed1c92","StudyCell_4"
"eb385d1c-5c1c-451a-8045-5118af35731e","StudyCell_5"
"52ee09e0-645d-4cfb-b19d-d00cb75e596e","StudyCell_6"
"d3683b68-fa36-42d7-889b-7727906438f3","StudyCell_7"
"a01d20be-3f57-4363-8720-57bb05e87dc6","StudyCell_8"
"d209851f-172e-4cf7-9cb5-b4dfaeb2158f","StudyCell_9"
"7093f817-d1ae-4101-bb37-b57249260a3a","StudyCell_10"
"16609386-73b0-4a2b-9e71-b9b27e1e4cd8","StudyCell_11"
"dde44ab7-62e9-45d9-bd14-37f9557f42cf","StudyCell_12"
"651e1407-ab13-41e7-8be6-b49141e8054d","StudyCell_13"
"ba9ae069-3eee-4899-9b5c-29aa4be8e6d8","StudyCell_14"
"15c4aa94-b624-4be4-8d44-4db44d0e91fb","StudyCell_15"
